"You can upload and insert media (images, audio, documents, etc.) by clicking the Add Media button. You can select from the images and files already uploaded to the Media Library, or upload new media to add to your page or post. To create an image gallery, select the images to add and click the &#8220;Create a new gallery&#8221; button.","Du kannst Mediendateien (Bilder, Audio, Dokumente, etc.) hochladen und einfügen, indem du den Medien hinzufügen Button klickst. Du kannst die Bilder aus der Mediathek wählen, worin schon bereits hochgeladene Bilder abgelegt wurden, oder neue Medien hochladen. Um eine Bildergalerie zu erstellen, wählst du die Bilder aus, die erscheinen sollen und klickst auf &#8220;Neue Galerie erstellen&#8221;"
"You can also embed media from many popular websites including Twitter, YouTube, Flickr and others by pasting the media URL on its own line into the content of your post/page. Please refer to the Codex to <a href=\"http://codex.wordpress.org/Embeds\">learn more about embeds</a>.","Du kannst auch Medien von populären Webseiten einbinden wie bspw. Twitter, YouTube, Flickr und andere Portale durch einfügen der Medien-URL in einer einzelnen Zeile innerhalb des Textinhaltes. Bitte schau dir auch im Codex an, um zu <a href=\"http://codex.wordpress.org/Embeds\">lernen, wie externe Medien eingebettet werden</a>."
"Inserting Media","Einfügen von Dateien"
"Several boxes on this screen contain settings for how your content will be published, including:","Einige Boxen in dieser Ansicht enthalten Einstellungen, wie der Inhalt veröffentlicht wird, inklusive: "
"<strong>Publish</strong> - You can set the terms of publishing your post in the Publish box. For Status, Visibility, and Publish (immediately), click on the Edit link to reveal more options. Visibility includes options for password-protecting a post or making it stay at the top of your blog indefinitely (sticky). Publish (immediately) allows you to set a future or past date and time, so you can schedule a post to be published in the future or backdate a post.","<strong>Veröffentlichen</strong> – Hier kannst du alle Details zur Veröffentlichung deines Beitrags einstellen. So kannst du mittels Klick auf \"Bearbeiten\" bei \"Sichtbarkeit\" den Beitrag per Passwort schützen oder dauerhaft auf der Startseite halten. Die Optionen bei \"Sofort veröffentlichen\" geben dir die Möglichkeit, einen Beitrag zurückzudatieren oder einen Beitrag erst in der Zukunft zu veröffentlichen - der Beitrag ist erst dann öffentlich sichtbar, nachdem das eingestellte Datum und Uhrzeit erreicht wurden. Vergiss' nicht, etwaige Änderungen erst mit einem Klick auf \"OK\" zu bestätigen."
"<strong>Format</strong> - Post Formats designate how your theme will display a specific post. For example, you could have a <em>standard</em> blog post with a title and paragraphs, or a short <em>aside</em> that omits the title and contains a short text blurb. Please refer to the Codex for <a href=\"http://codex.wordpress.org/Post_Formats#Supported_Formats\">descriptions of each post format</a>. Your theme could enable all or some of 10 possible formats.","<strong>Formatvorlage</strong> – Hier kannst du angeben, wie das Theme den Beitrag darstellen soll. Zum Beispiel <em>Standard</em> für einen normalen Beitrag oder <em>Kurzmitteilung</em> für einen kurze Mitteilung ohne Titel. Eine Übersicht und Erklärung aller Beitrags-Formatvorlagen findest du <a href=\"http://codex.wordpress.org/Post_Formats#Supported_Formats\">im Codex (engl.)</a>. Dein Theme kann nur einen Teil oder alle zehn Beitrags-Formatvorlagen unterstützen."
"<strong>Featured Image</strong> - This allows you to associate an image with your post without inserting it. This is usually useful only if your theme makes use of the featured image as a post thumbnail on the home page, a custom header, etc.","<strong>Beitragsbild</strong> – Hier kannst du aus der Mediathek ein Bild auswählen oder ein neues hochladen, welches mit dem Beitrag verknüpft wird, ohne es direkt im Beitrag einzubinden. Dies ist jedoch nur dann sinnvoll, wenn das von dir verwendete Theme auch diese Funktion nutzt und beispielsweise ein Beitrags-Vorschaubild anzeigt."
"Publish Settings","Veröffentlichungs-Einstellungen"
"<strong>Send Trackbacks</strong> - Trackbacks are a way to notify legacy blog systems that you&#8217;ve linked to them. Enter the URL(s) you want to send trackbacks. If you link to other WordPress sites they&#8217;ll be notified automatically using pingbacks, and this field is unnecessary.","<strong>Trackbacks senden</strong> – Mittels Trackbacks teilst du älteren Blogsystemen mit, dass du diese verlinkt hast. Trage einfach die URLs ein, an die du Trackbacks senden willst. Wenn du im Beitrag einen WordPress-Blog verlinkt hast, so wird automatisch ein Pingback gesendet und du musst das Trackbackfeld nicht mehr ausfüllen."
"<strong>Discussion</strong> - You can turn comments and pings on or off, and if there are comments on the post, you can see them here and moderate them.","<strong>Diskussion</strong> – Hier kannst du Kommentare und Ping-/Trackbacks für diesen Beitrag aus- oder einschalten. Bereits abgegebene Kommentare werden hier außerdem angezeigt."
"Discussion Settings","Einstellungen &rsaquo; Diskussion"
"<strong>Parent</strong> - You can arrange your pages in hierarchies. For example, you could have an &#8220;About&#8221; page that has &#8220;Life Story&#8221; and &#8220;My Dog&#8221; pages under it. There are no limits to how many levels you can nest pages.","<strong>Eltern</strong> – Wähle eine andere Seite aus, der diese Seite untergeordnet werden soll, um verschachtelte Seitenstrukturen aufzubauen. Zum Beispiel kannst du eine Seite \"Über mich\" erstellen und dieser anschließend die Seiten \"Mein Haus\", \"Mein Familie\" und \"Mein Auto\" unterordnen, indem du jeweils \"Über mich\" als Eltern-Seite angibst."
"<strong>Template</strong> - Some themes have custom templates you can use for certain pages that might have additional features or custom layouts. If so, you&#8217;ll see them in this dropdown menu.","<strong>Template</strong> – Manche Themes haben Templates, um einer Seite spezielle Layouts oder Funktionen zuzuweisen. Du kannst auch ein eigenes Seitentemplate erstellen, um zum Beispiel speziellen (PHP-)Code in eine Seite einzubauen."
"<strong>Order</strong> - Pages are usually ordered alphabetically, but you can choose your own order by entering a number (1 for first, etc.) in this field.","<strong>Reihenfolge</strong> – Falls du nicht die Funktion des individuellen Menüs nutzt, kannst du hier festlegen, in welcher Reihenfolge die Seiten in der Seitenauflistung angezeigt werden sollen. Je größer die Zahl, desto weiter hinten wird die Seite angezeigt. Beachte, dass dies eventuell nicht bei allen Themes funktioniert."
"Get Shortlink","Kurzlink anzeigen"
"Last edited by %s on %s at %s","Zuletzt geändert von %s am %s um %s"
"Last edited on %s at %s","Zuletzt geändert am %s um %s"
"E-mail (%s):","E-Mail (%s):"
"send e-mail","E-Mail senden"
"E-mail:","E-Mail"
"visit site","Seite ansehen"
"View Comment","Kommentar ansehen"
"Submitted on: <b>%s</b>","Eingereicht am: <b>%s</b>"
"Move to Trash","In den Papierkorb legen"
"<a href=\"%s\">Links</a> / Edit Link","<a href=\"%s\">Links</a> / Links bearbeiten"
"Update Link","Link aktualisieren"
"<a href=\"%s\">Links</a> / Add New Link","<a href=\"%s\">Links</a> / Neuen Link hinzufügen"
"Link Relationship (XFN)","Link-Beziehungen (XFN)"
"You can add or edit links on this screen by entering information in each of the boxes. Only the link&#8217;s web address and name (the text you want to display on your site as the link) are required fields.","Auf dieser Seite kannst du Links hinzufügen oder bearbeiten, in dem du die Eingabefelder ausfüllst. Es werden jedoch nur der Name und die Web-Adresse benötigt – der Rest ist optional."
"The boxes for link name, web address, and description have fixed positions, while the others may be repositioned using drag and drop. You can also hide boxes you don&#8217;t use in the Screen Options tab, or minimize boxes by clicking on the title bar of the box.","Die Module für Name, Web-Adresse und Beschreibung sind auf dieser Seite fest positioniert. Alle anderen kannst du per Drag&Drop (klicken und ziehen) in ihrer Position verändern. Über <em>Optionen</em> kannst du Module auch ganz ausblenden."
"XFN stands for <a href=\"http://gmpg.org/xfn/\" target=\"_blank\">XHTML Friends Network</a>, which is optional. WordPress allows the generation of XFN attributes to show how you are related to the authors/owners of the site to which you are linking.","XFN steht für <a href=\"http://gmpg.org/xfn/\" target=\"_blank\">XHTML Friends Network</a> und ist ebenfalls eine optionale Angabe. Du kannst diese Option benutzen, um anzugeben, auf welche Art und Weise du mit der verlinkten Person bzw. dessen Website in Verbindung oder Beziehung stehst."
"<a href=\"http://codex.wordpress.org/Links_Add_New_Screen\" target=\"_blank\">Documentation on Creating Links</a>","<a href=\"http://codex.wordpress.org/Links_Add_New_Screen\" target=\"_blank\">Documentation on Creating Links (engl.)</a>"
"Link added.","Link wurde hinzugefügt."
"Example: Nifty blogging software","Beispiel: Meine schönsten Katzenfotos"
"Web Address","Web-Adresse"
"Example: <code>http://wordpress.org/</code> &#8212; don&#8217;t forget the <code>http://</code>","Beispiel: <code>http://wpde.org/</code> &#8212; das <code>http://</code> nicht vergessen!"
"This will be shown when someone hovers over the link in the blogroll, or optionally below the link.","Wird beim Überfahren des Blogroll-Eintrags mit der Maus angezeigt, oder wahlweise unter dem Eintrag."
"You did not select an item for editing.","Du hast nichts zum Bearbeiten ausgewählt."
"The name is how it appears on your site.","Dieser Name wird dann auf der Website angezeigt."
"The &#8220;slug&#8221; is the URL-friendly version of the name. It is usually all lowercase and contains only letters, numbers, and hyphens.","Die &#8220;Titelform (in URLs)&#8221; ist die URL-Variante des Namens. Sie besteht normalerweise nur aus Kleinbuchstaben, Zahlen und Bindestrichen."
"Categories, unlike tags, can have a hierarchy. You might have a Jazz category, and under that have children categories for Bebop and Big Band. Totally optional.","Kategorien können, im Gegensatz zu Schlagwörtern, hierarchisch angeordnet werden. Du kannst z.Bsp. eine Kategorie Musik anlegen, welche die Unterkategorien Schlager und Jazz enthält."
"The description is not prominent by default; however, some themes may show it.","Die Beschreibung wird nicht immer angezeigt. Bei dem ein oder anderen Theme mag sie angezeigt werden."
"You attempted to edit an item that doesn&#8217;t exist. Perhaps it was deleted?","Du versuchst ein Element zu bearbeiten, welches nicht existiert. Vermutlich wurde es gelöscht."
"You can use categories to define sections of your site and group related posts. The default category is &#8220;Uncategorized&#8221; until you change it in your <a href=\"%s\">writing settings</a>.","Du kannst Beiträge gruppieren und ordnen, in dem du Kategorien verwendest. Als Standardkategorie wird <em>Allgemein</em> verwendet, was du aber <a href=\"%s\">ändern kannst</a>."
"You can create groups of links by using Link Categories. Link Category names must be unique and Link Categories are separate from the categories you use for posts.","Du kannst Links in einzelne Gruppen ordnen, indem du Linkkategorien verwendest. Linkkategorien haben mit den normalen Kategorien für Beiträge nichts zu tun und sind getrennt von diesen."
"You can assign keywords to your posts using <strong>tags</strong>. Unlike categories, tags have no hierarchy, meaning there&#8217;s no relationship from one tag to another.","Du kannst deinen Beiträgen <strong>Schlagwörter</strong> hinzufügen, um sie mit relevanten Stichworten zu versehen. Schlagwörter haben, anders als Kategorien, keine Hierarchie."
"You can delete Link Categories in the Bulk Action pull-down, but that action does not delete the links within the category. Instead, it moves them to the default Link Category.","Du kannst die Linkkategorien löschen in der Bulk-Aktion, aber diese Aktion löscht nicht die Links in der Kategorie, sondern schiebt diese in die Standardkategorie."
