"Activation Key Required","要求激活密钥"
"You can see your active theme at the top of the screen. Below are the other themes you have installed that are not currently in use. You can see what your site would look like with one of these themes by clicking the Live Preview link (see \"Previewing and Customizing\" help tab). To change themes, click the Activate link.","您可以在页面上方看到当前使用的主题。其下方是一些已安装但尚未启用的主题。点击“实时预览”链接可以查看站点在使用主题之后的外观（详情参见“预览和自定义”选项卡）。要更换主题，点击“启用”链接。"
"Installing themes on Multisite can only be done from the Network Admin section.","只能在“管理网络”中为多站点安装主题。"
"If you would like to see more themes to choose from, click on the &#8220;Install Themes&#8221; tab and you will be able to browse or search for additional themes from the <a href=\"%s\" target=\"_blank\">WordPress.org Theme Directory</a>. Themes in the WordPress.org Theme Directory are designed and developed by third parties, and are compatible with the license WordPress uses. Oh, and they&#8217;re free!","若您希望从更多主题中选择，请点击“安装主题”选项卡。切换到“安装主题”选项卡后，您就可以在 <a href=\"%s\" target=\"_blank\">WordPress.org 主题目录</a>中浏览或搜索主题了。WordPress 主题目录中的主题是由第三方设计开发的，且与 WordPress 所用的许可证相兼容。哦对了，它们是免费的！"
"Adding Themes","主题的添加"
"Click on the \"Live Preview\" link under any theme to preview that theme and change theme options in a separate, full-screen view. Any installed theme can be previewed and customized in this way.","点击任何已安装的主题下方的“实时预览”链接，在单独的界面预览并调整主题设置。"
"The theme being previewed is fully interactive &mdash; navigate to different pages to see how the theme handles posts, archives, and other page templates.","主题预览界面可互动 —— 您可以点击任何链接，查看其它页面的效果。"
"In the left-hand pane you can edit the theme settings. The settings will differ, depending on what theme features the theme being previewed supports. To accept the new settings and activate the theme all in one step, click the \"Save &amp; Activate\" button at the top of the left-hand pane.","在左侧边栏您可以编辑主题设置。根据主题支持的不同，您可以调整的项目也不同。要应用您在实时预览界面的设置，请点击左上角的“保存并启用”。"
"When previewing on smaller monitors, you can use the \"Collapse\" icon at the bottom of the left-hand pane. This will hide the pane, giving you more room to preview your site in the new theme. To bring the pane back, click on the Collapse icon again.","在小屏幕设备上预览时，您可点击左下方“收起”图标，然后边栏将收起，留出更多空间显示主题外观。再次点击图标，边栏将展开。"
"Previewing and Customizing","预览和自定义"
"The active theme is broken. Reverting to the default theme.","当前启用的主题已受损。自动切换回默认主题。"
"Settings saved and theme activated. <a href=\"%s\">Visit site</a>","设置保存成功，主题已启用。<a href=\"%s\">查看站点</a>"
"New theme activated. <a href=\"%s\">Visit site</a>","新主题已启用。<a href=\"%s\">查看站点</a>"
"Theme deleted.","主题已删除。"
"Current theme preview","当前主题预览"
"Current Theme","当前主题"
"Options:","选项："
"Available Themes","可用主题"
"Search Installed Themes","搜索已安装的主题"
"Theme filters","主题筛选器"
"Apply Filters","应用筛选条件"
"Close filters","关闭筛选器"
"Broken Themes","损坏的主题"
"The following themes are installed but incomplete. Themes must have a stylesheet and a template.","下列主题不完整，没有主题样式表和模板。"
"Categories have hierarchy, meaning that you can nest sub-categories. Tags do not have hierarchy and cannot be nested. Sometimes people start out using one on their posts, then later realize that the other would work better for their content.","分类目录之间可以有层级关系。标签则没有层级关系，不可嵌套。有时候人们刚开始写文章时会先选择一种方式来使用，然后发现那种方式不太合适。"
"The Categories and Tags Converter link on this screen will take you to the Import screen, where that Converter is one of the plugins you can install. Once that plugin is installed, the Activate Plugin &amp; Run Importer link will take you to a screen where you can choose to convert tags into categories or vice versa.","“分类目录–标签转换器”链接可将您带到“导入”页面。您可在“导入”页面下载转换器插件。安装完成后，点击“启用插件并运行导入工具”，您就可以进行分类目录–标签双向转换了。"
"<a href=\"http://codex.wordpress.org/Tools_Screen\" target=\"_blank\">Documentation on Tools</a>","<a href=\"http://codex.wordpress.org/zh-cn:%sE5%sB7%sA5%sE5%s85%sB7%sE9%sA1%sB5%sE9%s9D%sA2\" target=\"_blank\">关于工具的中文文档</a>"
"If you want to convert your categories to tags (or vice versa), use the <a href=\"%s\">Categories and Tags Converter</a> available from the Import screen.","如果您想将分类目录转为标签（或者反过来），可以选用“导入”页面上的<a href=\"%s\">分类目录–标签转换器</a>来实现。"
"You do not have sufficient permissions to update this site.","您无权更新此站点。"
"You are using a development version of WordPress. You can update to the latest nightly build automatically or download the nightly build and install it manually:","您正在使用 WordPress 的开发版本。您可以更新到最新的每夜构建版本，或者手动下载每夜构建版本进行安装："
"Download nightly build","下载每夜开发版"
"You have the latest version of WordPress. You do not need to update. However, if you want to re-install version %s, you can do so automatically or download the package and re-install manually:","您正在使用最新版本的 WordPress。您不需要更新。不过，如果您想重新安装 %s 版本，您可以令 WordPress 自动操作，或手动下载安装包、手动重新安装："
"Re-install Now","现在重新安装"
"You cannot update because <a href=\"http://codex.wordpress.org/Version_%s\">WordPress %s</a> requires PHP version %s or higher and MySQL version %s or higher. You are running PHP version %s and MySQL version %s.","无法升级。<a href=\"http://codex.wordpress.org/zh-cn:%s_%s%E7%s%89%s%88%s%E6%s%9C%s%AC\">WordPress %s</a> 要求 PHP 版本不低于 %s、MySQL 版本不低于 %s。而您当前的 PHP 版本为 %s、MySQL 版本为 %s。"
"You cannot update because <a href=\"http://codex.wordpress.org/Version_%s\">WordPress %s</a> requires PHP version %s or higher. You are running version %s.","无法升级。<a href=\"http://codex.wordpress.org/zh-cn:%s_%s%E7%s%89%s%88%s%E6%s%9C%s%AC\">WordPress %s</a> 要求 PHP 版本不得低于 %s。而您当前的 PHP 版本为 %s。"
"You cannot update because <a href=\"http://codex.wordpress.org/Version_%s\">WordPress %s</a> requires MySQL version %s or higher. You are running version %s.","无法升级。<a href=\"http://codex.wordpress.org/zh-cn:%s_%s%E7%s%89%s%88%s%E6%s%9C%s%AC\">WordPress %s</a> 要求 MySQL 版本不得低于 %s。而您当前的 MySQL 版本为 %s。"
"You can update to <a href=\"http://codex.wordpress.org/Version_%s\">WordPress %s</a> automatically or download the package and install it manually:","您可以选择自动升级到 <a href=\"http://codex.wordpress.org/zh-cn:%s_%s%E7%s%89%s%88%s%E6%s%9C%s%AC\">WordPress %s 版本</a>，或者下载安装包进行手动安装："
"Download %s","下载 %s"
"Hide this update","隐藏此更新"
"Bring back this update","再次显示这个更新"
"This localized version contains both the translation and various other localization fixes. You can skip upgrading if you want to keep your current translation.","当前这个本地化版本包含了翻译等本地化修补。您可暂不升级，以保留当前的翻译。"
"You are about to install WordPress %s <strong>in English (US).</strong> There is a chance this update will break your translation. You may prefer to wait for the localized version to be released.","您将安装<strong>美式英语版本</strong>的 WordPress %s，这可能会破坏您当前使用的翻译。您可等待本地化版本发布后再更新。"
"Show hidden updates","显示隐藏的更新"
"Hide hidden updates","不显示隐藏的更新"
