"Activation Key Required","Clef d&rsquo;activation requise"
"In all likelihood, these items were supplied to you by your Web Host. If you do not have this information, then you will need to contact them before you can continue. If you&#8217;re all ready&hellip;","Vous devriez normalement avoir reçu ces informations de la part de votre hébergeur. Si vous ne les avez pas, il vous faudra contacter votre hébergeur afin de continuer. Si vous êtes prêt&hellip;"
"Let&#8217;s go!","C&rsquo;est parti&nbsp;!"
"Below you should enter your database connection details. If you&#8217;re not sure about these, contact your host.","Vous devez saisir ci-dessous les détails de connexion à votre base de données. Si vous ne les connaissez pas, contactez votre hébergeur."
"Database Name","Nom de la base de données"
"The name of the database you want to run WP in.","Le nom de la base de données dans laquelle vous souhaitez installer WordPress."
"User Name","Identifiant"
"username","utilisateur"
"Your MySQL username","Votre identifiant MySQL"
"password","mot de passe"
"&hellip;and your MySQL password.","&hellip;et son mot de passe MySQL."
"Database Host","Adresse de la base de données"
"You should be able to get this info from your web host, if <code>localhost</code> does not work.","Si <code>localhost</code> ne fonctionne pas, votre hébergeur doit pouvoir vous donner la bonne information."
"Table Prefix","Préfixe des tables"
"If you want to run multiple WordPress installations in a single database, change this.","Si vous souhaitez faire tourner plusieurs installations de WordPress sur une même base de données, modifiez ce réglage."
"Sorry, but I can&#8217;t write the <code>wp-config.php</code> file.","Désolé, mais je ne peux écrire dans le fichier <code>wp-config.php</code>."
"You can create the <code>wp-config.php</code> manually and paste the following text into it.","Vous pouvez créer le fichier <code>wp-config.php</code> à la main, en y copiant/collant le texte suivant."
"After you&#8217;ve done that, click &#8220;Run the install.&#8221;","Après cela, cliquez sur &laquo;&nbsp;Lancer l&rsquo;installation&nbsp;&raquo;."
"Run the install","Lancer l&rsquo;installation"
"All right sparky! You&#8217;ve made it through this part of the installation. WordPress can now communicate with your database. If you are ready, time now to&hellip;","C&rsquo;est parfait&nbsp;! Vous avez passé la première partie de l&rsquo;installation. WordPress peut désormais communiquer avec votre base de données. Si vous êtes prêt, il est maintenant temps de&hellip;"
"You do not have sufficient permissions to edit templates for this site.","Vous n&rsquo;avez pas les droits suffisants pour modifier les modèles de ce site."
"Edit Themes","Modifier les thèmes"
"You can use the Theme Editor to edit the individual CSS and PHP files which make up your theme.","Vous pouvez utiliser l&rsquo;éditeur de thème pour modifier les fichiers CSS et PHP qui composent votre thème."
"Begin by choosing a theme to edit from the dropdown menu and clicking Select. A list then appears of all the template files. Clicking once on any file name causes the file to appear in the large Editor box.","Commencez par choisir un thème à modifier via le menu déroulant, et cliquez sur &laquo;&nbsp;Sélectionner&nbsp;&raquo;. Une liste apparaîtra ensuite avec tous les fichiers modèles. En cliquant sur n&rsquo;importe quel de ces fichiers, vous verrez son contenu apparaître dans l&rsquo;éditeur."
"For PHP files, you can use the Documentation dropdown to select from functions recognized in that file. Lookup takes you to a web page with reference material about that particular function.","Pour les fichiers PHP, vous pouvez utiliser le menu déroulant Documentation pour en apprendre plus sur les fonctions trouvées dans le ce fichier. Le bouton &laquo;&nbsp;Vérifier&nbsp;&raquo; vous enverra sur la page dédiée de cette fonction."
"After typing in your edits, click Update File.","Après avoir fait vos modifications, cliquez sur &laquo;&nbsp;Mettre à jour le fichier&nbsp;&raquo;."
"<strong>Advice:</strong> think very carefully about your site crashing if you are live-editing the theme currently in use.","<strong>Conseil&nbsp;:</strong> gardez bien en tête que si vous modifiez le thème actuellement utilisé, vos visiteurs pourraient avoir une vision déroutante de votre site..."
"Upgrading to a newer version of the same theme will override changes made here. To avoid this, consider creating a <a href=\"http://codex.wordpress.org/Child_Themes\" target=\"_blank\">child theme</a> instead.","La mise à jour vers une nouvelle version du thème supprimera les modifications que vous aurez faites. Pour éviter cela, nous vous conseillons de passer plutôt par un <a href=\"http://codex.wordpress.org/Child_Themes\" target=\"_blank\">Thème-Enfant (en)</a>."
"<a href=\"http://codex.wordpress.org/Theme_Development\" target=\"_blank\">Documentation on Theme Development</a>","<a href=\"http://codex.wordpress.org/Theme_Development\" target=\"_blank\">Documentation sur le développement de thème (en)</a>"
"<a href=\"http://codex.wordpress.org/Using_Themes\" target=\"_blank\">Documentation on Using Themes</a>","<a href=\"http://codex.wordpress.org/Using_Themes\" target=\"_blank\">Documentation sur l&rsquo;utilisation des thèmes (en)</a>"
"<a href=\"http://codex.wordpress.org/Editing_Files\" target=\"_blank\">Documentation on Editing Files</a>","<a href=\"http://codex.wordpress.org/Editing_Files\" target=\"_blank\">Documentation sur l&rsquo;édition des fichiers (en)</a>"
"<a href=\"http://codex.wordpress.org/Template_Tags\" target=\"_blank\">Documentation on Template Tags</a>","<a href=\"http://codex.wordpress.org/Template_Tags\" target=\"_blank\">Documentation sur les marqueurs des modèles (en)</a>"
"The requested theme does not exist.","Le thème demandé n&rsquo;existe pas."
"Function Name...","Nom de fonction..."
"Select theme to edit:","Sélectionnez le thème à modifier&nbsp;:"
"This theme is broken.","Le thème est cassé."
"Templates","Modèles"
"This child theme inherits templates from a parent theme, %s.","Ce thème enfant hérite de certains modèles de son thème parent, %s."
"Oops, no such file exists! Double check the name and try again, merci.","Oops, ce fichier n&rsquo;existe pas&nbsp;! Vérifiez son nom et réessayez, merci."
"This is a file in your current parent theme.","Ceci est un fichier de votre thème parent actuel."
"You do not have sufficient permissions to install themes on this site.","Vous n&rsquo;avez pas les droits suffisants pour installer des thèmes sur ce site."
"Install Themes","Installer des thèmes"
"You can find additional themes for your site by using the Theme Browser/Installer on this screen, which will display themes from the <a href=\"%s\" target=\"_blank\">WordPress.org Theme Directory</a>. These themes are designed and developed by third parties, are available free of charge, and are compatible with the license WordPress uses.","Vous pouvez trouver plus de thèmes pour votre site en utilisant le Navigateur/Installeur de thème sur cet écran, qui affiche les thèmes en provenance du <a href=\"%s\" target=\"_blank\">dépôt de thèmes de WordPress.org</a>. Ces thèmes sont conçus et développés par des designers tiers, sont gratuits et utilisent une licence compatible avec celle de WordPress."
"You can Search for themes by keyword, author, or tag, or can get more specific and search by criteria listed in the feature filter. Alternately, you can browse the themes that are Featured, Newest, or Recently Updated. When you find a theme you like, you can preview it or install it.","Vous pouvez chercher un thème par mot, par auteur ou par mot-clef. Vous pouvez également donner plus de détails en sélectionnant les critères que vous souhaitez. Autrement, vous pouvez parcourir les thèmes mis en avant, les plus récents, ou récemment mis à jour. Quand vous aurez trouvé le thème qu&rsquo;il vous faut, vous pourrez le prévisualiser puis l&rsquo;installer."
"You can Upload a theme manually if you have already downloaded its ZIP archive onto your computer (make sure it is from a trusted and original source). You can also do it the old-fashioned way and copy a downloaded theme&#8217;s folder via FTP into your <code>/wp-content/themes</code> directory.","Si vous disposez d&rsquo;un thème sous forme d&rsquo;archive Zip sur votre ordinateur, vous pouvez mettre en ligne ce fichier avec le lien Envoyer. Assurez-vous bien que ce fichier provient d&rsquo;une source de confiance. Vous pouvez également le faire à l&rsquo;ancienne, c&rsquo;est-à-dire passer par un client FTP pour déposer les fichiers dans le dossier /wp-content/themes."
"Once you have generated a list of themes, you can preview and install any of them. Click on the thumbnail of the theme you&#8217;re interested in previewing. It will open up in a full-screen Preview page to give you a better idea of how that theme will look.","Une fois que vous avez généré une liste de thèmes, vous pouvez les prévisualiser et les installer. Cliquez sur la miniature du thème que vous souhaitez prévisualiser. Cela ouvrira une page de prévisualisation en plein écran, afin de vous donner une meilleure idée de l&rsquo;aspect de ce thème."
"To install the theme so you can preview it with your site&#8217;s content and customize its theme options, click the \"Install\" button at the top of the left-hand pane. The theme files will be downloaded to your website automatically. When this is complete, the theme is now available for activation, which you can do by clicking the \"Activate\" link, or by navigating to your Manage Themes screen and clicking the \"Live Preview\" link under any installed theme&#8217;s thumbnail image.","Pour installer un thème dans le but de le prévisualiser avec le contenu de votre site et d&rsquo;en personnaliser les options, cliquez sur le bouton &laquo;&nbsp;Installer&nbsp;&raquo; en haut du panneau de gauche. Les fichiers du thème seront automatiquement téléchargés vers votre site. Ceci fait, le thème sera disponible, et vous pourrez l&rsquo;activer en cliquant sur le lien &laquo;&nbsp;Activer&nbsp;&raquo;, ou en vous rendant sur l&rsquo;écran &laquo;&nbsp;Gérer les thèmes&nbsp;&raquo; et en cliquant sur le lien &laquo;&nbsp;Prévisualisation&nbsp;&raquo; situé sous la miniature de chaque thème."
