"New password","Nytt lösenord"
"<strong>Random:</strong> Show a different image on each page.","<strong>Slumpvis:</strong> Visa olika bilder slumpvis på varje sida."
"Custom Header","Anpassa sidhuvudet"
"Header updated. <a href=\"%s\">Visit your site</a> to see how it looks.","Sidhuvud uppdaterat. <a href=\"%s\">Visa din webbplats</a> för att se hur det blev."
"You can select an image to be shown at the top of your site by uploading from your computer or choosing from your media library. After selecting an image you will be able to crop it.","Du kan ladda upp en egen bild eller välja en från mediabiblioteket för sidhuvudet som visas överst på din sida istället för standardbilden. På nästa sida kommer du ha möjligheten att beskära bilden."
"Images of exactly <strong>%s1$d &times; %s2$d pixels</strong> will be used as-is.","Bilder med en exakt storlek av <strong>%s1$d &times; %s2$d pixlar</strong> kommer att användas som de är."
"Images should be at least <strong>%s1$d pixels</strong> wide.","Bilder bör vara minst <strong>%s1$d pixlar</strong> breda."
"Images should be at least <strong>%s1$d pixels</strong> tall.","Bilder bör vara minst <strong>%s1$d pixlar</strong> höga."
"Suggested width is <strong>%s1$d pixels</strong>.","Föreslagen bredd, <strong>%s1$d pixlar</strong>."
"Suggested height is <strong>%s1$d pixels</strong>.","Föreslagen höjd, <strong>%s1$d pixlar</strong>."
"Choose a Custom Header","Välj ett anpassat sidhuvud"
"Set as header","Ange som sidhuvud"
"Uploaded Images","Uppladdade bilder"
"You can choose one of your previously uploaded headers, or show a random one.","Du kan använda en av dina tidigare uppladdade sidhuvuden eller visa ett slumpvis."
"Default Images","Standardbilder"
"If you don&lsquo;t want to upload your own image, you can use one of these cool headers, or show a random one.","Om du inte känner för att ladda upp en egen bild så kan du använda någon av dessa coola sidhuvuden eller slumpa ett."
"You can use one of these cool headers or show a random one on each page.","Du kan använda en av dessa sidhuvuden eller visa en slumpvis för varje sida."
"This will remove the header image. You will not be able to restore any customizations.","Detta kommer att ta bort bilden för sidhuvudet. Du kommer inte kunna återställa ändringar."
"Remove Header Image","Ta bort bild för sidhuvud"
"Reset Image","Återställ bild"
"This will restore the original header image. You will not be able to restore any customizations.","Detta kommer att återställa originalbilden för sidhuvudet. Du kommer inte kunna återställa några ändringar."
"Restore Original Header Image","Återställ originalbild för sidhuvud"
"Show header text with your image.","Visa text i sidhuvudet tillsammans med din bild."
"Text Color","Textfärg"
"Default: %s","Standard: %s"
"Image could not be processed. Please go back and try again.","Bilden kunde inte bearbetas. Var vänlig gå tillbaka och försök igen."
"Image Processing Error","Fel vid bearbetning av bild"
"Crop Header Image","Beskär bild för sidhuvud"
"Choose the part of the image you want to use as your header.","Välj den del av bilden som du vill använda som sidhuvud."
"You need Javascript to choose a part of the image.","Javascript behöver vara aktiverat för att kunna beskära bilden."
"Crop and Publish","Beskär och publicera"
"Skip Cropping, Publish Image as Is","Beskär inte, publicera bild som den är"
"Image Upload Error","Fel vid uppladdning av bild"
"You do not have permission to customize headers.","Du har inte tillräcklig behörighet för att modifiera sidhuvden."
"Customize %s","Anpassa %s"
"Theme Customizer Options","Inställningar för temaanpassaren"
"You are previewing %s","Du förhandsgranskar %s"
"Collapse Sidebar","Minimera sidopanel"
"Collapse","Minimera"
"Comments on &#8220;%s&#8221;","Kommentarer till &#8221;%s&#8221;"
"You can manage comments made on your site similar to the way you manage posts and other content. This screen is customizable in the same ways as other management screens, and you can act on comments using the on-hover action links or the Bulk Actions.","Du kan hantera kommentarer på din webbplats på samma sätt som du hanterar inlägg och annat innehåll. Den här sidan är anpassningsbara på samma sätt som andra administrativa sidor och du kan ange åtgärder för kommentarer genom att föra muspekaren över en kommentar för att visa åtgärdslänkar eller massredigering."
"Moderating Comments","Moderera kommentarer"
"A yellow row means the comment is waiting for you to moderate it.","En gul rad betyder att kommentaren inväntar ditt godkännande."
"In the <strong>Author</strong> column, in addition to the author&#8217;s name, email address, and blog URL, the commenter&#8217;s IP address is shown. Clicking on this link will show you all the comments made from this IP address.","I kolumnen <strong>Författare</strong> visas utöver författarens namn, e-postadress och webbadress kommentatorns IP-adress. När du klickar på denna länk så visas alla kommentarer gjorda av denna IP-adress."
"In the <strong>Comment</strong> column, above each comment it says &#8220;Submitted on,&#8221; followed by the date and time the comment was left on your site. Clicking on the date/time link will take you to that comment on your live site. Hovering over any comment gives you options to approve, reply (and approve), quick edit, edit, spam mark, or trash that comment.","I kolumnen <strong>kommentar</strong> ovanför varje kommentar står det \"Postat den\", följt av datum och tid kommentaren postades på din webbplats. Att klicka på länken datum/tid tar dig till kommentaren på den aktiva webbplatsen. Att föra muspekaren över alla kommentarer ger dig alternativ för att godkänna, svara (och godkänna), snabbredigera, redigera, märka som skräppost eller kasta i papperskorgen för den kommentaren."
"In the <strong>In Response To</strong> column, there are three elements. The text is the name of the post that inspired the comment, and links to the post editor for that entry. The View Post link leads to that post on your live site. The small bubble with the number in it shows the number of approved comments that post has received. If the bubble is gray, you have moderated all comments for that post. If it is blue, there are pending comments. Clicking the bubble will filter the comments screen to show only comments on that post.","I kolumnen <strong>Som svar till</strong> så finns tre element. Texten är titeln för för inlägget som inspirerade kommentaren och länkar till sidan för att redigera inlägget i fråga. Länken Visa inlägg leder dig till inlägget på sidan. Den lilla pratbubblan med en siffra i visar antalet godkända kommentarer för inlägget. Om pratbubblan är grå så har alla kommentarer redan granskats för inlägget. Om den är blå så finns det nya kommentarer att granska. Att klicka på pratbubblan filtrerar redigeringssidan för att endast visa kommentarer för inlägget i fråga."
"Many people take advantage of keyboard shortcuts to moderate their comments more quickly. Use the link to the side to learn more.","Många människor dra nytta av kortkommandon till för att moderera sina kommentarer snabbare. Använd länken på sidan om för att läsa mer."
"<a href=\"http://codex.wordpress.org/Comment_Spam\" target=\"_blank\">Documentation on Comment Spam</a>","<a href=\"http://codex.wordpress.org/Comment_Spam\" target=\"_blank\">Dokumentation för hur man motverkar skräpkommentarer</a>"
"<a href=\"http://codex.wordpress.org/Keyboard_Shortcuts\" target=\"_blank\">Documentation on Keyboard Shortcuts</a>","<a href=\"http://codex.wordpress.org/Keyboard_Shortcuts\" target=\"_blank\">Dokumentation för tangentbordsgenvägar</a>"
"Search results for &#8220;%s&#8221;","Sökresultat för &#8221;%s&#8221;"
"%s comment approved","%s kommentar godkänd"
"%s comments approved","%s kommentarer godkända"
"%s comment marked as spam.","%s kommentar markerad som skräp."
"%s comments marked as spam.","%s kommentarer markerade som skräp."
"%s comment restored from the spam","%s kommentar återställd från att ha varit markerad som skräp"
"%s comments restored from the spam","%s kommentarer återställda från att ha varit markerade som skräp"
"%s comment moved to the Trash.","%s kommentar flyttad till papperskorgen."
"%s comments moved to the Trash.","%s kommentarer flyttade till papperskorgen."
"%s comment restored from the Trash","%s kommentar återställd från papperskorgen"
"%s comments restored from the Trash","%s kommentarer återställda från papperskorgen"
"%s comment permanently deleted","%s kommentar raderad permanent"
"%s comments permanently deleted","%s kommentarer raderade permanent"
"This comment is already approved.","Denna kommentar är redan godkänd."
"This comment is already in the Trash.","Denna kommentar ligger redan i papperskorgen."
"View Trash","Visa papperskorg"
"This comment is already marked as spam.","Denna kommentar är redan markerad som skräp."
"Search Comments","Sök kommentarer"
"Post updated. <a href=\"%s\">View post</a>","Inlägg uppdaterat. <a href=\"%s\">Visa inlägg</a>"
"Custom field updated.","Eget fält uppdaterat."
"Custom field deleted.","Eget fält raderat."
"Post updated.","Inlägg uppdaterat."
"Post restored to revision from %s","Inlägg återställt till version från %s"
"Post published. <a href=\"%s\">View post</a>","Inlägg publicerat. <a href=\"%s\">Visa inlägg</a>"
"Post saved.","Inlägg sparat."
"Post submitted. <a target=\"_blank\" href=\"%s\">Preview post</a>","Inlägg sparat. <a target=\"_blank\" href=\"%s\">Förhandsgranska inlägg</a>"
"Post scheduled for: <strong>%s</strong>. <a target=\"_blank\" href=\"%s\">Preview post</a>","Inlägg schemalagt till: <strong>%s</strong>. <a target=\"_blank\" href=\"%s\">Förhandsgranska inlägg</a>"
"M j, Y @ G:i","j M, Y H:i"
"Post draft updated. <a target=\"_blank\" href=\"%s\">Preview post</a>","Utkast av inlägget uppdaterat. <a target=\"_blank\" href=\"%s\">Förhandsgranska inlägg</a>"
"Page updated. <a href=\"%s\">View page</a>","Sidan uppdaterad. <a href=\"%s\">Visa sidan</a>"
"Page updated.","Sida uppdaterad."
"Page restored to revision from %s","Inlägg återställt till version från %s"
"Page published. <a href=\"%s\">View page</a>","Sidan publicerad. <a href=\"%s\">Visa sidan</a>"
"Page saved.","Sidan sparad."
"Page submitted. <a target=\"_blank\" href=\"%s\">Preview page</a>","Sidan sparad. <a target=\"_blank\" href=\"%s\">Förhandsgranska sidan</a>"
"Page scheduled for: <strong>%s</strong>. <a target=\"_blank\" href=\"%s\">Preview page</a>","Sida schemalagd till: <strong>%s</strong>. <a target=\"_blank\" href=\"%s\">Förhandsgranska sida</a>"
"Page draft updated. <a target=\"_blank\" href=\"%s\">Preview page</a>","Utkast av sidan uppdaterad. <a target=\"_blank\" href=\"%s\">Förhandsgranska sidan</a>"
"Media attachment updated.","Mediabilaga uppdaterad."
"There is an autosave of this post that is more recent than the version below. <a href=\"%s\">View the autosave</a>","Det finns en autosparad version av det här inlägget som är nyare än versionen nedan. <a href=\"%s\">Visa den autosparade versionen</a>."
"Page Attributes","Sidattribut"
"Attributes","Attribut"
"Featured Image","Utvald bild"
"Send Trackbacks","Skicka trackbacks"
"Custom Fields","Egna fält"
"Discussion","Diskussion"
"Slug","Permalänk"
"The title field and the big Post Editing Area are fixed in place, but you can reposition all the other boxes using drag and drop. You can also minimize or expand them by clicking the title bar of each box. Use the Screen Options tab to unhide more boxes (Excerpt, Send Trackbacks, Custom Fields, Discussion, Slug, Author) or to choose a 1- or 2-column layout for this screen.","Tiltelfältet och det stora textfältet är fixerade fält, men du kan ändra plats för alla andra paneler genom att dra och släppa dessa. Du kan även minimera eller expandera panelerna genom att klicka på titelraden. Använd fliken Panelinställningar för visa fler paneler (Utdrag, Skicka trackbacks, Egna fält, Diskussion, Permalänk, Författare) eller välj hur många kolumner dom ska visas i."
