"New password","Nieuw wachtwoord"
"The &#8220;slug&#8221; is the URL-friendly version of the name. It is usually all lowercase and contains only letters, numbers, and hyphens.","De &#8220;slug&#8221; is de URL-vriendelijke versie van de naam. Een slug bevat alleen (kleine) letters, cijfers en koppeltekens."
"Categories, unlike tags, can have a hierarchy. You might have a Jazz category, and under that have children categories for Bebop and Big Band. Totally optional.","Categorie&#235;n kunnen, in tegenstelling tot tags, een hi&#235;rarchie hebben. Je zou een categorie Muziek kunnen hebben en daaronder subcategorie&#235;n voor Classic Rock en Hardrock. Dit is optioneel."
"The description is not prominent by default; however, some themes may show it.","De beschrijving is standaard niet prominent maar wordt door sommige thema&#39;s getoond."
"You attempted to edit an item that doesn&#8217;t exist. Perhaps it was deleted?","Je probeerde iets te bewerken dat niet bestaat. Misschien is het verwijderd?"
"You can use categories to define sections of your site and group related posts. The default category is &#8220;Uncategorized&#8221; until you change it in your <a href=\"%s\">writing settings</a>.","Je kunt categorie&#235;n gebruiken om onderverdelingen te maken in je site en verwante berichten te groeperen. De standaard bericht categorie is &#8220;Geen categorie&#8221; totdat je deze verandert in de <a href=\"%s\">instellingen voor schrijven</a>."
"You can create groups of links by using Link Categories. Link Category names must be unique and Link Categories are separate from the categories you use for posts.","Je kunt groepen van links maken met het gebruik van Linkcategorie&#235;n. Linkcategorienamen moeten uniek zijn. Linkcategorie&#235;n zijn gescheiden van de categorie&#235;n die je gebruikt voor berichten."
"You can assign keywords to your posts using <strong>tags</strong>. Unlike categories, tags have no hierarchy, meaning there&#8217;s no relationship from one tag to another.","Je kunt sleutelwoorden aan je berichten meegeven met gebruik van <strong>tags</strong>. Anders dan in categorie&#235;n hebben tags geen hi&#235;rarchie, dit betekent dat er geen relatie hoeft te zijn tussen de ene tag en de andere."
"You can delete Link Categories in the Bulk Action pull-down, but that action does not delete the links within the category. Instead, it moves them to the default Link Category.","Linkcategorie&#235;n kunnen worden verwijderd met de bulk actie dropdown. Hoewel de categorie&#235;n worden verwijderd geldt dit niet voor de links in deze categorie&#235;n, deze worden verplaatst naar de standaard linkcategorie."
"What&#8217;s the difference between categories and tags? Normally, tags are ad-hoc keywords that identify important information in your post (names, subjects, etc) that may or may not recur in other posts, while categories are pre-determined sections. If you think of your site like a book, the categories are like the Table of Contents and the tags are like the terms in the index.","Wat is het verschil tussen de categorie&#235;n en tags? Normaal gesproken zijn tags ad-hoc trefwoorden die belangrijke informatie in je bericht (namen, onderwerpen, enz.) bevatten. Die kunnen al dan niet voorkomen in andere berichten. Categorie&#235;n zijn vooraf bepaalde secties. Als je je site vergelijkt met een boek, zijn de categorie&#235;n de inhoudsopgave en de tags termen in de index."
"When adding a new category on this screen, you&#8217;ll fill in the following fields:","Wanneer je een nieuwe categorie toevoegt op dit scherm dienen de volgende velden te worden gevuld:"
"When adding a new tag on this screen, you&#8217;ll fill in the following fields:","Wanneer je een nieuwe tag toevoegt in dit venster, moet je de volgende velden invullen:"
"<strong>Name</strong> - The name is how it appears on your site.","<strong>Naam</strong> - De naam zoals het wordt getoond op de site."
"<strong>Slug</strong> - The &#8220;slug&#8221; is the URL-friendly version of the name. It is usually all lowercase and contains only letters, numbers, and hyphens.","<strong>Slug</strong> - De &#8220;slug&#8221; is de URL-vriendelijke versie van de naam. Het bestaat gewoonlijk uit alleen kleine letters en bevat alleen letters, cijfers en koppeltekens."
"<strong>Parent</strong> - Categories, unlike tags, can have a hierarchy. You might have a Jazz category, and under that have child categories for Bebop and Big Band. Totally optional. To create a subcategory, just choose another category from the Parent dropdown.","<strong>Hoofd</strong> - Categorie&#235;n kunnen, in tegenstelling tot tags, een hi&#235;rarchie hebben. Binnen de categorie Muziek zouden de subcategorie&#235;n Classic Rock en Hardrock kunnen bestaan. Dit is volledig optioneel, waarbij het de keuze is voor de gebruiker. Om een subcategorie aan te maken, kies een andere categorie in het Hoofd dropdown menu."
"<strong>Description</strong> - The description is not prominent by default; however, some themes may display it.","<strong>Omschrijving</strong> - De omschrijving wordt standaard niet gebruikt; er zijn echter thema&#39;s die dit wel doen."
"You can change the display of this screen using the Screen Options tab to set how many items are displayed per screen and to display/hide columns in the table.","Je kunt de weergave van dit scherm wijzigen met het Scherminstellingen tabblad door te kiezen hoeveel items per scherm worden weergegeven en door kolommen in de tabel te tonen of verbergen."
"Adding Categories","Categorie&#235;n toevoegen"
"Adding Tags","Tags toevoegen"
"<a href=\"http://codex.wordpress.org/Posts_Categories_Screen\" target=\"_blank\">Documentation on Categories</a>","<a href=\"http://codex.wordpress.org/Posts_Categories_Screen\" target=\"_blank\">Documentatie over categorie&#235;n</a>"
"<a href=\"http://codex.wordpress.org/Links_Link_Categories_Screen\" target=\"_blank\">Documentation on Link Categories</a>","<a href=\"http://codex.wordpress.org/Links_Link_Categories_Screen\" target=\"_blank\">Documentatie over linkcategorie&#235;n</a>"
"<a href=\"http://codex.wordpress.org/Posts_Tags_Screen\" target=\"_blank\">Documentation on Tags</a>","<a href=\"http://codex.wordpress.org/Posts_Tags_Screen\" target=\"_blank\">Documentation over tags</a>"
"Item added.","Items toegevoegd."
"Item deleted.","Item verwijderd."
"Item updated.","Items bijgewerkt."
"Item not added.","Item niet toegevoegd."
"Item not updated.","Item is niet bijgewerkt."
"Items deleted.","Items verwijderd."
"<strong>Note:</strong><br />Deleting a category does not delete the posts in that category. Instead, posts that were only assigned to the deleted category are set to the category <strong>%s</strong>.","<strong>Opmerking:</strong><br />Als je een categorie verwijdert, worden de berichten in die categorie niet verwijderd. Berichten die uitsluitend toebehoren aan de verwijderde categorie, komen terecht in de categorie <strong>%s</strong>."
"Categories can be selectively converted to tags using the <a href=\"%s\">category to tag converter</a>.","Categorie&#235;n kunnen geselecteerd worden geconverteerd naar tags door van de <a href=\"%s\">categorie naar tag converter</a>."
"Tags can be selectively converted to categories using the <a href=\"%s\">tag to category converter</a>.","Tags kunnen selectief geconverteerd worden naar categorie&#235;n met behulp van <a href=\"%s\">tag naar categorie verplaatsen</a>."
"You are not allowed to move this item to the Trash.","Je bent niet geautoriseerd om dit item te verplaatsen naar de prullenbak."
"Error in moving to Trash.","Fout tijdens verplaatsen naar de prullenbak."
"You are not allowed to restore this item from the Trash.","Je bent niet geautoriseerd om dit item te herstellen uit de prullenbak."
"Error in restoring from Trash.","Fout tijdens herstellen vanuit de prullenbak."
"You are not allowed to delete this item.","Je hebt onvoldoende rechten om dit item te verwijderen. "
"Error in deleting...","Fout bij verwijderen..."
"This screen provides access to all of your posts. You can customize the display of this screen to suit your workflow.","Dit scherm geeft je toegang naar al je berichten. Je kunt de weergave van dit scherm aanpassen."
"Screen Content","Scherminhoud"
"You can customize the display of this screen&#8217;s contents in a number of ways:","Je kunt dit scherm op een aantal manieren wijzigen:"
"You can hide/display columns based on your needs and decide how many posts to list per screen using the Screen Options tab.","Je kunt kolommen tonen of verbergen afhankelijk van wat je gebruikt en kiezen hoeveel berichten per scherm worden weergegeven met het Scherminstellingen tabblad."
"You can filter the list of posts by post status using the text links in the upper left to show All, Published, Draft, or Trashed posts. The default view is to show all posts.","Je kunt de lijst van berichten filteren op berichtstatus met gebruik van de tekstlinks links bovenin om alles, gepubliceerde berichten, concepten of berichten in de prullenbak weer te geven. Standaard worden alle berichten weergegeven."
"You can view posts in a simple title list or with an excerpt. Choose the view you prefer by clicking on the icons at the top of the list on the right.","Je kunt berichten bekijken in een eenvoudige lijst met titels of met een samenvatting. Geef je voorkeur op door op de icoontjes te klikken bovenin de lijst rechts."
"You can refine the list to show only posts in a specific category or from a specific month by using the dropdown menus above the posts list. Click the Filter button after making your selection. You also can refine the list by clicking on the post author, category or tag in the posts list.","Je kunt deze lijst verder verfijnen om enkel berichten in een specifieke categorie of in een specifieke maand te tonen door gebruik te maken van de dropdown menu&#39;s boven de lijst van berichten. Klik op de Filter knop nadat je je keuze hebt gemaakt. Je kunt ook dit ook doen door op de bericht auteur, categorie of tag in de lijst te klikken."
"Available Actions","Beschikbare acties"
"Hovering over a row in the posts list will display action links that allow you to manage your post. You can perform the following actions:","Hover over een rij in de lijst van berichten om actielinks weer te geven om je bericht te beheren. Je kunt de volgende acties uitvoeren:"
"<strong>Edit</strong> takes you to the editing screen for that post. You can also reach that screen by clicking on the post title.","<strong>Bewerk</strong> brengt je naar het bewerkscherm van dat bericht. Je kunt dat scherm ook bereiken door op de bericht titel te klikken."
"<strong>Quick Edit</strong> provides inline access to the metadata of your post, allowing you to update post details without leaving this screen.","<strong>Snel bewerken</strong> geeft toegang tot de metadata van je bericht, en laat je berichtdetails bijwerken zonder het scherm te verlaten."
"<strong>Trash</strong> removes your post from this list and places it in the trash, from which you can permanently delete it.","<strong>Prullenbak</strong> verwijdert je bericht van deze lijst en plaatst het in de prullenbak. Van daar uit kun je het permanent verwijderen."
