"New password","Nytt passord"
"The WordPress dashboard now looks beautiful on high-resolution screens like those found on the iPad, Kindle Fire HD, Nexus 10, and MacBook Pro with Retina Display. Icons and other visual elements are crystal clear and full of detail.","Kontrollpanelet til WordPress ser nydelig ut på skjermer med høy oppløsning, som de du finner på iPad, Kindle Fire HD, Nexus 10 og MacBook Pro med Retina Display. Ikoner og andre visuelle elementer er krystallklare og fulle av detaljer."
"Smoother Experience","Bedre flyt"
"Better Accessibility","Bedre tilgjengelighet"
"WordPress supports more usage modes than ever before. Screenreaders, touch devices, and mouseless workflows all have improved ease of use and accessibility.","WordPress støtter flere bruksmåter enn noensinne. Skjermlesere, touch-enheter og musløs arbeidsflyt har forbedret tilgjengelighet og gjort det enklere."
"More Polish","Bedre polert"
"A number of screens and controls have been refined. For example, a new color picker makes it easier for you to choose that perfect shade of blue.","En rekke skjermer og kontroller har blitt forbedret. For eksempel, en ny fargevelger gjør det enklere for deg å velge den perfekte blånyansen."
"Under the Hood","Under panseret"
"Meta Query Additions","Meta Query-tillegg"
"The <code>WP_Comment_Query</code> and <code>WP_User_Query</code> classes now support meta queries just like <code>WP_Query.</code> Meta queries now support querying for objects without a particular meta key.","<code>WP_Comment_Query</code>- og <code>WP_User_Query</code>-klassene støtter nå metaspørringer akkurat som <code>WP_Query</code>. Metaspørringer støtter å søke etter objekter uten en bestemt meta-nøkkel."
"Post objects are now instances of a <code>WP_Post</code> class, which improves performance by loading selected properties on demand.","Post objects er nå instanser av <code>WP_Post</code>-klassen, som øker ytelsen ved å laste inn valgte attributter når det trengs."
"Image Editing API","Bilderedigerings-API"
"The <code>WP_Image_Editor</code> class abstracts image editing functionality such as cropping and scaling, and uses ImageMagick when available.","<code>WP_Image_Editor</code>-klassen kan redigere bilder, for eksempel ved hjelp av utsnitt og skalering, og bruker ImageMagick når det er tilgjengelig."
"Multisite Improvements","Forbedringer for nettstedsnettverk"
"<code>switch_to_blog()</code> is now significantly faster and more reliable.","<code>switch_to_blog()</code> er nå betydelig raskere og mer stabil."
"XML-RPC API","XML-RPC-API"
"The <a href=\"%s\">WordPress API</a> is now always enabled, and supports fetching users, editing profiles, managing post revisions, and searching posts.","<a href=\"%s\">WordPress API</a> er nå alltid aktivert, og støtter å hente brukere, redigering av profiler, hndtering av innleggsrevisjoner og søk etter innlegg."
"External Libraries","Eksterne programbibliotek"
"WordPress now includes the <a href=\"%s\">Underscore</a> and <a href=\"%s\">Backbone</a> JavaScript libraries. TinyMCE, jQuery, jQuery UI, and SimplePie have all been updated to the latest versions.","WordPress inkluderer nå JavaScript-bibliotekene <a href=\"%s\">Underscore</a> og <a href=\"%s\">Backbone</a> . TinyMCE, jQuery, jQuery UI og SimplePie har alle blitt oppdatert til siste versjon."
"Return to Updates","Tilbake til oppdateringer"
"Return to Dashboard &rarr; Updates","Tilbake til Kontrollpanel &rarr; Oppdateringer"
"Go to Dashboard &rarr; Home","Gå til Kontrollpanel &rarr; Hjem"
"Go to Dashboard","Gå til kontrollpanel"
"Maintenance Release","Vedlikeholdsoppdatering"
"Maintenance Releases","Vedlikeholdsoppdateringer"
"Security Release","Sikkerhetsoppdatering"
"Security Releases","Sikkerhetsoppdateringer"
"Maintenance and Security Release","Vedlikeholds- og sikkerhetsoppdatering"
"Maintenance and Security Releases","Vedlikeholds- og sikkerhetsoppdateringer"
"<strong>Version %s</strong> addressed a security issue.","<strong>Versjon %s</strong> tettet et sikkerhetshull"
"<strong>Version %s</strong> addressed some security issues.","<strong>Versjon %s</strong> tettet noen sikkerhetshull."
"<strong>Version %s</strong> addressed %s bug.","<strong>Versjon %s</strong> rettet %s programfeil."
"<strong>Version %s</strong> addressed %s bugs.","<strong>Versjon %s</strong> rettet %s programfeil."
"<strong>Version %s</strong> addressed a security issue and fixed %s bug.","<strong>Versjon %s</strong> tettet et sikkerhetshull og rettet %s programfeil."
"<strong>Version %s</strong> addressed a security issue and fixed %s bugs.","<strong>Versjon %s</strong> tettet et sikkerhetshull og rettet %s programfeil."
"<strong>Version %s</strong> addressed some security issues and fixed %s bug.","<strong>Versjon %s</strong> tettet noen sikkerhetshull og rettet %s programfeil."
"<strong>Version %s</strong> addressed some security issues and fixed %s bugs.","<strong>Versjon %s</strong> tettet noen sikkerhetshull og rettet %s programfeil."
"For more information, see <a href=\"%s\">the release notes</a>.","For mer informasjon, se <a href=\"%s\">versjonsmerknadene</a>."
"Thank you for creating with <a href=\"http://wordpress.org/\">WordPress</a>.","Takk for at du publiserer med <a href=\"http://wordpress.org/\">WordPress</a>."
"Global Dashboard","Globalt kontrollpanel"
"Skip to main content","Hopp til hovedinnhold"
"Main content","Hovedinnhold"
"Invalid plugin page","Ugyldig utvidelsesside"
"Cannot load %s.","Kan ikke laste %s."
"You are not allowed to import.","Du har ikke importtillatelse."
"Import","Importer"
"Unknown post type.","Ukjent innleggstype."
"You are not allowed to edit this item.","Du har ikke lov til å redigere dette."
"&#8220;%s&#8221; has failed to upload due to an error","&laquo;%s&raquo; har ikke blitt lastet opp på grunn av en feil"
"Edit Comment","Rediger kommentar"
"Overview","Oversikt"
"You can edit the information left in a comment if needed. This is often useful when you notice that a commenter has made a typographical error.","Du kan redigere informasjonen som er gitt i en kommentar ved behov. Dette kan være hvis du merker at en kommentator har gjort en typografisk feil."
"You can also moderate the comment from this screen using the Status box, where you can also change the timestamp of the comment.","Du kan også moderere kommentaren fra denne skjermen med status-boksen, hvor du også kan endre tidsstempelet til kommentaren."
"For more information:","For mer informasjon:"
"<a href=\"http://codex.wordpress.org/Administration_Screens#Comments\" target=\"_blank\">Documentation on Comments</a>","<a href=\"http://codex.wordpress.org/Administration_Screens#Comments\" target=\"_blank\">Dokumentasjon om kommentarer</a>"
"<a href=\"http://wordpress.org/support/\" target=\"_blank\">Support Forums</a>","<a href=\"http://wordpress.org/support/\" target=\"_blank\">Supportforum</a>"
"Oops, no comment with this ID.","Oops, ingen kommentar med denne IDen."
"Go back","Gå tilbake"
"You are not allowed to edit this comment.","Du har ikke tillatelse til å redigere denne kommentaren."
"This comment is in the Trash. Please move it out of the Trash if you want to edit it.","Denne kommentaren ligger i papirkurven. Vennligst flytt den ut hvis du vil endre den."
"Moderate Comment","Moderer kommentar"
"You are about to mark the following comment as spam:","Du er i ferd med å merke følgende kommentar som useriøs:"
"Spam Comment","Useriøs kommentar"
"You are about to move the following comment to the Trash:","Du er i ferd med å flytte følgende kommentar til papirkurven:"
"Trash Comment","Kast kommentar"
"You are about to delete the following comment:","Du er i ferd med å slette følgende kommentar:"
"Permanently Delete Comment","Slett kommentar permanent"
"You are about to approve the following comment:","Du er i ferd med å godkjenne følgende kommentar:"
"Approve Comment","Godkjenn kommentar"
"This comment is currently approved.","Denne kommentaren er godkjent."
"This comment is currently marked as spam.","Denne kommentaren er merket som useriøs."
"This comment is currently in the Trash.","Denne kommentaren ligger i papirkurven."
"Caution:","Advarsel:"
"You are not allowed to edit comments on this post.","Du har ikke lov til å redigere kommentarene til dette innlegget."
"Unknown action.","Ukjent handling"
"WordPress is created by a <a href=\"%s\">worldwide team</a> of passionate individuals. <a href=\"%s\">Get involved in WordPress</a>.","WordPress er laget av et <a href=\"%s\">verdensomspennede nett</a> av dedikerte personer. <a href=\"%s\">Bli med og gi ditt bidrag til WordPress</a>."
"WordPress is created by a worldwide team of passionate individuals.","WordPress er blitt til av et nettverk med ihuga entusiaster i hele verden."
"Translators","Oversettere til norsk (bokmål)"
"Want to see your name in lights on this page? <a href=\"%s\">Get involved in WordPress</a>.","Ønsker du å se navnet ditt her? <a href=\"%s\">Delta i utviklingen av WordPress</a>."
"Project Leaders","Prosjektledere"
"Extended Core Team","Utvidet kjerneteam"
"Core Developers","Kjerneutviklere"
"Recent Rockstars","Seneste rockestjerner"
"Core Contributors to WordPress %s","Kjerneutviklere til WordPress %s"
"Contributing Developers","Medvirkende utviklere"
"Cofounder, Project Lead","Medansvarlig, Prosjektledelse"
"Lead Developer","Hovedutvikler"
"User Experience Lead","Leder for brukeropplevelse"
"Core Developer","Kjerneutvikler"
"Core Committer","Kjerneutvikler"
"Guest Committer","Gjesteutvikler"
"Developer","Utvikler"
"Internationalization","Oversettelse"
"Icon Design","Ikondesign"
"You can customize the look of your site without touching any of your theme&#8217;s code by using a custom background. Your background can be an image or a color.","Du kan endre utseendet til nettstedet ditt uten å røre noe av temakoden ved å bruke en egendefinert bakgrunn. Din bakgrunn kan være et bilde eller en farge."
"To use a background image, simply upload it or choose an image that has already been uploaded to your Media Library by clicking the &#8220;Choose Image&#8221; button. You can display a single instance of your image, or tile it to fill the screen. You can have your background fixed in place, so your site content moves on top of it, or you can have it scroll with your site.","For å bruke et bakgrunnsbilde er det bare å laste det opp eller velge et bilde som allerede har blitt lastet opp til ditt mediebibliotek ved å klikke på «Velg bilde»-knappen. Du kan vise bildet én gang, eller vise det mange ganger etter hverandre for å fylle skjermen. Du kan ha bakgrunnen fiksert på plass, slik at innholdet flyttes over den, eller du kan la den skrolle sammen med innholdet."
"You can also choose a background color by clicking the Select Color button and either typing in a legitimate HTML hex value, e.g. &#8220;#ff0000&#8221; for red, or by choosing a color using the color picker.","Du kan også velge en bakgrunnsfarge ved å klikke på Velg farge-knappen og enten skrive inn en gyldig HTML hex-verdi, f. eks. &laquo;#ff0000&raquo; for rød, eller ved å velge en farge med fargevelgeren."
"Don&#8217;t forget to click on the Save Changes button when you are finished.","Ikke velg å trykke på \"Lagre endringer\"-knappen når du er ferdig."
"<a href=\"http://codex.wordpress.org/Appearance_Background_Screen\" target=\"_blank\">Documentation on Custom Background</a>","<a href=\"http://codex.wordpress.org/Appearance_Background_Screen\" target=\"_blank\">Dokumentasjon om egendefinert bakgrunn</a>"
"Custom Background","Egendefinert bakgrunn"
"Background updated. <a href=\"%s\">Visit your site</a> to see how it looks.","Bakgrunn oppdatert. <a href=\"%s\">Besøk nettstedet ditt</a> for å se hvordan det ser ut."
"Remove Background Image","Fjern bakgrunnsbilde"
"This will remove the background image. You will not be able to restore any customizations.","Dette vil fjerne bakgrunnsbildet. Alle tilpasninger du har gjort vil bli borte."
"Restore Original Image","Gjenopprett originalt bilde"
"This will restore the original background image. You will not be able to restore any customizations.","Dette vil gjenopprette det originale bakgrunnsbildet. Alle tilpasninger du har gjort vil bli borte."
"Select Image","Velg bilde"
"Choose an image from your computer:","Velg et bilde fra maskinen din:"
"Or choose an image from your media library:","Eller velg et bilde fra ditt mediabibliotek:"
"Choose a Background Image","Velg bakgrunnsbilde"
"Set as background","Bruk som bakgrunnsbilde"
"Choose Image","Velg bilde"
"Display Options","Visningsinnstillinger"
"Position","Posisjon"
"Repeat","Gjenta"
"Attachment","Vedlegg"
"The uploaded file is not a valid image. Please try again.","Den opplastede filen er ikke et gyldig bilde. Vennligst prøv igjen."
"This screen is used to customize the header section of your theme.","I dette skjermbildet kan du tilpasse sidetoppen i temaet ditt."
"You can choose from the theme&#8217;s default header images, or use one of your own. You can also customize how your Site Title and Tagline are displayed.","Du kan velge mellom standardbildene i temaet, eller et av dine egne. Du kan også tilpasse visningen av nettstedstittel og slagord."
"You can set a custom image header for your site. Simply upload the image and crop it, and the new header will go live immediately. Alternatively, you can use an image that has already been uploaded to your Media Library by clicking the &#8220;Choose Image&#8221; button.","Du kan velge et tilpasset toppbilde for ditt nettsted. Bare last opp bildet og beskjær det, og det den nye sidetoppen vil gå ut øyeblikkelig. Du kan også bruke et bilde som allerede er lastet opp til mediebiblioteket ved å klikke på &laquo;Velg bilde&raquo;-knappen."
"Some themes come with additional header images bundled. If you see multiple images displayed, select the one you&#8217;d like and click the &#8220;Save Changes&#8221; button.","Noen temaer er utstyrt med flere toppbilder å velge blant. Hvis flere bilder er vist, kan du velge det du liker og klikke &laquo;Lagre innstillinger&raquo;-knappen."
