"New password","Nova senha"
"Item moved to the Trash.","Item movido para a Lixeira."
"%s items moved to the Trash.","%s Itens movidos para a Lixeira."
"Item restored from the Trash.","Item restaurado da Lixeira."
"%s items restored from the Trash.","%s itens restaurados da Lixeira."
"You do not have sufficient permissions to export the content of this site.","Sem permissões suficientes para exportar conteúdo deste site."
"Export","Exportar"
"You can export a file of your site&#8217;s content in order to import it into another installation or platform. The export file will be an XML file format called WXR. Posts, pages, comments, custom fields, categories, and tags can be included. You can choose for the WXR file to include only certain posts or pages by setting the dropdown filters to limit the export by category, author, date range by month, or publishing status.","Você pode exportar um arquivo do conteudo do seu site para importar em outra instalação ou plataforma. O arquivo exportado será um arquivo em formato XML chamado WXR. Posts, páginas, comentários, campos personalizados, categorias e tags podem ser incluídos. Você pode escolher para que o arquivo WXR inclua apenas alguns posts ou páginas definindo os filtros nos menus e assim limitar a exportação por categoria, autor, intervalo de tempo por mês ou status de publicação."
"Once generated, your WXR file can be imported by another WordPress site or by another blogging platform able to access this format.","Uma vez criado, o arquivo WXR pode ser importado por qualquer outro site WordPress ou por outra plataforma capaz de ler este formato."
"<a href=\"http://codex.wordpress.org/Tools_Export_Screen\" target=\"_blank\">Documentation on Export</a>","<a href=\"http://codex.wordpress.org/pt-br:Painel_Exportar\" target=\"_blank\">Documentação sobre Exportar</a>"
"When you click the button below WordPress will create an XML file for you to save to your computer.","Quando você clicar no botão abaixo, o WordPress irá criar um arquivo XML para você salvar em seu computador."
"This format, which we call WordPress eXtended RSS or WXR, will contain your posts, pages, comments, custom fields, categories, and tags.","Este formato, ao qual chamamos WordPress eXtended RSS ou WXR, irá conter os seus posts, páginas, comentários, campos personalizados, categorias e tags."
"Once you&#8217;ve saved the download file, you can use the Import function in another WordPress installation to import the content from this site.","Uma vez que salvar o arquivo de download, você pode usar a função de Importação em outra instalação do WordPress, para importar o conteúdo deste site."
"Choose what to export","Selecione o que exportar"
"All content","Todo conteúdo"
"This will contain all of your posts, pages, comments, custom fields, terms, navigation menus and custom posts.","Conterá todos os seus posts, páginas, comentários, campos personalizados, termos, menus de navegação e posts personalizados."
"Categories:","Categorias:"
"Authors:","Autores:"
"Date range:","Faixa de data:"
"Start Date","Data Inicial"
"End Date","Data Final"
"Download Export File","Download do arquivo de exportação"
"WordPress is Free and open source software, built by a distributed community of mostly volunteer developers from around the world. WordPress comes with some awesome, worldview-changing rights courtesy of its <a href=\"%s\">license</a>, the GPL.","O WordPress é um software livre e gratuito, construído por uma comunidade distribuída, composta na maior parte de desenvolvedores voluntários, ao redor do mundo. O WordPress vem com uma impressionante e revolucionária cortesia de direitos de sua <a href=\"%s\">licença</a>, a GPL."
"You have the freedom to run the program, for any purpose.","Você tem a liberdade de executar o programa, para qualquer finalidade."
"You have access to the source code, the freedom to study how the program works, and the freedom to change it to make it do what you wish.","Você tem acesso ao código-fonte, a liberdade de estudar como o programa funciona e a liberdade de alterá-lo para ele fazer o que você deseja."
"You have the freedom to redistribute copies of the original program so you can help your neighbor.","Você tem a liberdade de redistribuir cópias do programa original para ajudar ao seu próximo."
"You have the freedom to distribute copies of your modified versions to others. By doing this you can give the whole community a chance to benefit from your changes.","Você tem a liberdade de distribuir cópias de suas versões modificadas para os outros. Ao fazer isso você pode dar a comunidade toda a oportunidade de se beneficiar de suas alterações."
"WordPress grows when people like you tell their friends about it, and the thousands of businesses and services that are built on and around WordPress share that fact with their users. We&#8217;re flattered every time someone spreads the good word, just make sure to <a href=\"%s\">check out our trademark guidelines</a> first.","O WordPress cresce quando pessoas como você diz a seus amigos sobre ele e quando os milhares de empresas e serviços, que são construídos sobre e ao redor do WordPress, compartilham esse fato com seus usuários. Ficamos lisonjeados cada vez que alguém espalha a boa palavra, apenas certifique-se de antes <a href=\"%s\">conferir nossas diretrizes da marca</a>."
"Every plugin and theme in WordPress.org&#8217;s directory is 100%s% GPL or a similarly free and compatible license, so you can feel safe finding <a href=\"%s\">plugins</a> and <a href=\"%s\">themes</a> there. If you get a plugin or theme from another source, make sure to <a href=\"%s\">ask them if it&#8217;s GPL</a> first. If they don&#8217;t respect the WordPress license, we don&#8217;t recommend them.","Todo plugin e tema no diretório WordPress.org é 100%s% GPL ou possui uma licença similarmente gratuita e compatível, portanto, sinta-se seguro para encontrar <a href=\"%s\">plugins</a> e <a href=\"%s\">temas</a> lá. Se você obtiver um plugin ou tema a partir de outra fonte, certifique-se de <a href=\"%s\">perguntar se a licença é GPL</a> primeiro. Se não respeitarem a licença do WordPress, nós não os recomendamos."
"Don&#8217;t you wish all software came with these freedoms? So do we! For more information, check out the <a href=\"http://www.fsf.org/\">Free Software Foundation</a>.","Você não gostaria que todo software viesse com essas liberdades? Nós também! Para obter mais informações, confira a <a href=\"http://www.fsf.org/\">Free Software Foundation</a>."
"You do not have sufficient permissions to import content in this site.","Sem permissões suficientes para importar conteúdo para este site."
"This screen lists links to plugins to import data from blogging/content management platforms. Choose the platform you want to import from, and click Install Now when you are prompted in the popup window. If your platform is not listed, click the link to search the plugin directory for other importer plugins to see if there is one for your platform.","Esta tela lista links para plugins que importam dados de outros blogs/plataformas gerenciadoras de conteúdo. Escolha a plataforma da qual deseja importar dados e clique em Instalar Agora quando solicitado. Se sua plataforma não está listada, clique no link para navegar para o repositório de plugins e pesquisar por outro plugin para sua plataforma."
"In previous versions of WordPress, all importers were built-in. They have been turned into plugins since most people only use them once or infrequently.","Em vesões prévias do WordPress, todos os importadores eram embutidos. Agora eles se tornaram plugins já que são usados só de vez em quando."
"<a href=\"http://codex.wordpress.org/Tools_Import_Screen\" target=\"_blank\">Documentation on Import</a>","<a href=\"http://codex.wordpress.org/pt-br:Painel_Importar\" target=\"_blank\">Documentação sobre Importação</a>"
"ERROR:","ERRO:"
"The <strong>%s</strong> importer is invalid or is not installed.","O importador <strong>%s</strong> é inválido ou não está instalado."
