"New password","Nuova password"
"<a href=\"http://codex.wordpress.org/Appearance_Background_Screen\" target=\"_blank\">Documentation on Custom Background</a>","<a href=\"http://codex.wordpress.org/Appearance_Background_Screen\" target=\"_blank\">Documentazione sullo Sfondo personalizzato</a> (in inglese)"
"Custom Background","Sfondo personalizzato"
"Background updated. <a href=\"%s\">Visit your site</a> to see how it looks.","Sfondo aggiornato. <a href=\"%s\">Visualizza il sito</a> per vedere come appare."
"Remove Background Image","Rimuovi immagine di sfondo"
"This will remove the background image. You will not be able to restore any customizations.","Questa opzione eliminer&agrave; l'immagine originale dello sfondo. Non si potranno pi&ugrave; recuperare eventuali personalizzazioni."
"Restore Original Image","Ripristina l'immagine originale"
"This will restore the original background image. You will not be able to restore any customizations.","Questa opzione ripristiner&agrave; l'immagine originale dello sfondo. Non si potranno pi&ugrave; recuperare eventuali personalizzazioni."
"Select Image","Selezionare immagine"
"Choose an image from your computer:","Seleziona una immagine dal tuo computer:"
"Or choose an image from your media library:","Oppure selezionare una immagine dalla libreria media:"
"Choose a Background Image","Scegliere l'immagine di sfondo"
"Set as background","Imposta come sfondo"
"Choose Image","Selezionare immagine"
"Display Options","Opzioni di visualizzazione."
"Position","Posizione"
"Repeat","Ripeti"
"Attachment","Allegato"
"The uploaded file is not a valid image. Please try again.","Il file caricato non è una immagine valida. Riprova"
"This screen is used to customize the header section of your theme.","Questa schermata viene utilizzata per personalizzare la sezione della testata del tema."
"You can choose from the theme&#8217;s default header images, or use one of your own. You can also customize how your Site Title and Tagline are displayed.","Puoi scegliere fra le immagini per la testata predefinite del tema oppure usarne una di tua scelta. Puoi anche personalizzare come il Titolo e il Motto del sito vengono visualizzati."
"You can set a custom image header for your site. Simply upload the image and crop it, and the new header will go live immediately. Alternatively, you can use an image that has already been uploaded to your Media Library by clicking the &#8220;Choose Image&#8221; button.","Puoi impostare un'immagine personalizzata per il tuo sito. Basta caricare e ritagliare l'immagine e la nuova testata andrà online immediatamente. In alternativa puoi utilizzare un'immagine caricata precedentemente nella Libreria media facendo clic sul pulsante &#8220;Seleziona immagine&#8221;."
"Some themes come with additional header images bundled. If you see multiple images displayed, select the one you&#8217;d like and click the &#8220;Save Changes&#8221; button.","Alcuni temi dispongono di immagini di testata addizionali. Se vedi più immagini, seleziona un'immagine che ti piace e fai clic sul pulsante &#8220;Salva modifiche&#8221;."
"If your theme has more than one default header image, or you have uploaded more than one custom header image, you have the option of having WordPress display a randomly different image on each page of your site. Click the &#8220;Random&#8221; radio button next to the Uploaded Images or Default Images section to enable this feature.","Se il tema ha più di una immagine di testata oppure hai caricato più di una immagine, hai la possibilità di far si che WordPress visualizzi casualmente una delle immagini su ciascuna pagina del sito. Fai clic sul pulsante radio &#8220;Casuale&#8221; accanto alla sezione Immagini caricate o Immagini predefinite per abilitare questa funzionalità."
"If you don&#8217;t want a header image to be displayed on your site at all, click the &#8220;Remove Header Image&#8221; button at the bottom of the Header Image section of this page. If you want to re-enable the header image later, you just have to select one of the other image options and click &#8220;Save Changes&#8221;.","Se non si desidera che venga visualizzata una immagine nella testata del proprio sito, fare clic sul pulsante &#8220;Rimuovi immagine testata&#8221; in basso nella sezione Immagine testata di questa pagina. se si vuole successivamente riabilitare l'immagine della testata basterà selezionare una della altre opzioni immagine e fare clic su &#8220;Salva modifiche&#8221;."
"Header Text","Testo della testata"
"For most themes, the header text is your Site Title and Tagline, as defined in the <a href=\"%s\">General Settings</a> section.","Per la maggior parte dei temi, il testo della testata è il Titolo e il Motto del sito, come definiti nella sezione <a href=\"%s\">Impostazioni Generali</a>."
"In the Header Text section of this page, you can choose whether to display this text or hide it. You can also choose a color for the text by clicking the Select Color button and either typing in a legitimate HTML hex value, e.g. &#8220;#ff0000&#8221; for red, or by choosing a color using the color picker.","Nella sezione Testo testata di questa pagina puoi scegliere se visualizzare o meno questo testo. Puoi anche scegliere il colore del testo facendo clic sul pulsante Seleziona colore e quindi inserire un valore HTML esadecimale legittimo, es. &#8220;#ff0000&#8221; per il rosso oppure impostare il colore tramite il selezionatore dei colori."
"Don&#8217;t forget to click &#8220;Save Changes&#8221; when you&#8217;re done!","Non dimenticarti di fare clic su &#8220;Salva le modifiche&#8221; una volta finito!"
"<a href=\"http://codex.wordpress.org/Appearance_Header_Screen\" target=\"_blank\">Documentation on Custom Header</a>","<a href=\"http://codex.wordpress.org/Appearance_Header_Screen\" target=\"_blank\">Documentazione sulla Testata personalizzata</a> (in inglese)"
"<strong>Random:</strong> Show a different image on each page.","<strong>Casuale:</strong> Mostra un'immagine diversa in ogni pagina."
"Custom Header","Immagine personalizzata della testata"
"Header updated. <a href=\"%s\">Visit your site</a> to see how it looks.","Immagine della testata aggiornata . <a href=\"%s\" >Visita il sito</a> per vedere come appare."
"You can select an image to be shown at the top of your site by uploading from your computer or choosing from your media library. After selecting an image you will be able to crop it.","Puoi selezionare una immagine da visualizzare in cima al tuo sito caricandola dal tuo computer o scegliendola dalla libreria media. DOpo aver selezionato l'immagine potrai ritagliarla."
"Images of exactly <strong>%s1$d &times; %s2$d pixels</strong> will be used as-is.","Le immagini di dimensioni esattamente pari a <strong>%s1$d &times; %s2$d pixel</strong> verranno utilizzate così come sono."
"Images should be at least <strong>%s1$d pixels</strong> wide.","Le immagini devono essere larghe almeno <strong>%s1$d pixel</strong>."
"Images should be at least <strong>%s1$d pixels</strong> tall.","Le immagini devono essere alte almeno <strong>%s1$d pixel</strong>."
"Suggested width is <strong>%s1$d pixels</strong>.","Larghezza suggerita <strong>%s1$d pixel</strong>."
"Suggested height is <strong>%s1$d pixels</strong>.","L'altezza suggerita è di <strong>%s1$d pixel</strong>."
"Choose a Custom Header","Scegliere una testata personalizzata"
"Set as header","Imposta come testata"
"Uploaded Images","Immagini caricate"
"You can choose one of your previously uploaded headers, or show a random one.","È possibile scegliere una delle intestazioni precedentemente caricate o mostrarne una a caso."
"Default Images","Immagine predefinita"
"If you don&lsquo;t want to upload your own image, you can use one of these cool headers, or show a random one.","Se non si desidera caricare una propria immagine, è possibile utilizzare una di queste belle intestazioni o mostrarne una casuale."
"You can use one of these cool headers or show a random one on each page.","È possibile utilizzare una di queste belle intestazioni o mostrarne una casuale su ogni pagina."
"This will remove the header image. You will not be able to restore any customizations.","Questa opzione eliminerà l'immagine della testata. Non si potranno più recuperare eventuali personalizzazioni."
"Remove Header Image","Rimuovi immagine testata"
"Reset Image","Reimposta immagine"
"This will restore the original header image. You will not be able to restore any customizations.","Questa opzione ripristinerà l'immagine originale della testata. Non si potranno più recuperare eventuali personalizzazioni."
"Restore Original Header Image","Ripristina immagine originale della testata"
"Show header text with your image.","Visualizzare il testo della testata con una propria immagine."
"Text Color","Colore testo"
"Default: %s","Predefinito: %s"
"Image could not be processed. Please go back and try again.","L'immagine non può essere elaborata. Si prega di tornare indietro e riprovare."
"Image Processing Error","Errore nell'elaborazione dell'immagine"
"Crop Header Image","Ritaglio immagine della testata"
"Choose the part of the image you want to use as your header.","Seleziona la parte dell'immagine che desideri utilizzare nella testata."
"You need Javascript to choose a part of the image.","È necessario che Javascript sia attivo per poter selezionare una parte dell'immagine"
"Crop and Publish","Ritaglia e pubblica"
"Skip Cropping, Publish Image as Is","Salta il ritaglio, Pubblica l'immagine così com'è"
"Image Upload Error","Errore caricamento immagine"
"You do not have permission to customize headers.","Non si dispone del permesso di personalizzare la testata."
"Customize %s","Personalizza %s"
"Theme Customizer Options","Opzioni personalizzatore tema"
"You are previewing %s","Stai visualizzando l'anteprima di %s"
"Collapse Sidebar","Collassa Barra laterale"
"Collapse","Collassa"
"Comments on &#8220;%s&#8221;","Commenti su &#8220;%s&#8221;"
"You can manage comments made on your site similar to the way you manage posts and other content. This screen is customizable in the same ways as other management screens, and you can act on comments using the on-hover action links or the Bulk Actions.","&Egrave; possibile gestire i commenti fatti su sito in modo simile a come si gestiscono articoli e altri contenuti. Questa schermata &egrave; personalizzabile come le altre schermate di gestione ed &egrave; possibile agire sui singoli commenti passando sopra con il mouse o usando le Azioni di Gruppo."
"Moderating Comments","Moderazione dei Commenti"
"A yellow row means the comment is waiting for you to moderate it.","Una riga gialla indica che il commento è in attesa di moderazione."
"In the <strong>Author</strong> column, in addition to the author&#8217;s name, email address, and blog URL, the commenter&#8217;s IP address is shown. Clicking on this link will show you all the comments made from this IP address.","Nella colonna <strong>Autore</strong>, oltre al nome dell&#8217;autore, indirizzo email e URL del blog, viene mostrato l&#8217;indirizzo IP del commentatore. Facendo clic su questo link verranno mostrati tutti i commenti scritti da quell&#8217;indirizzo IP."
"In the <strong>Comment</strong> column, above each comment it says &#8220;Submitted on,&#8221; followed by the date and time the comment was left on your site. Clicking on the date/time link will take you to that comment on your live site. Hovering over any comment gives you options to approve, reply (and approve), quick edit, edit, spam mark, or trash that comment.","Nella colonna <strong>Commenti</strong>, sopra ogni commento appare \"Inviato da\" seguito dalla data e dall'ora in cui il commento è stato lasciato sul sito. Facendo clic sul link data/ora si viene indirizzati a quello stesso commento direttamente sul sito. Passando con il mouse sopra ogni commento compaiono le opzioni per approvare, rispondere (e approvare), modificare velocemente, modificare, segnalare come spam o rifiutare quel commento."
"In the <strong>In Response To</strong> column, there are three elements. The text is the name of the post that inspired the comment, and links to the post editor for that entry. The View Post link leads to that post on your live site. The small bubble with the number in it shows the number of approved comments that post has received. If the bubble is gray, you have moderated all comments for that post. If it is blue, there are pending comments. Clicking the bubble will filter the comments screen to show only comments on that post.","Nella colonna <strong>In risposta a</strong> vi sono tre elementi. IL testo è il nome dell'articolo che ha ispirato il commento e si collega all'editor degli articoli per la specifica voce. Il link Visualizza articolo porta all'articolo direttamente sul sito. Il piccolo fumetto con dentro un numero mostra il numero di commenti approvati che l'articolo ha ricevuto. S il fumetto è grigio tutti i commenti per quell'articolo sono stati moderati. Se è blu vi sono dei commenti in attesa di moderazione. Facendo clic sul fumetto si filtrerà la schermata dei commenti per mostrare solo i commenti relativi a quell'articolo."
