"New password","Nytt passord"
"You attempted to edit an item that doesn&#8217;t exist. Perhaps it was deleted?","Du prøvde å endra eit element som ikkje finst. Kanskje det er sletta?"
"You can use categories to define sections of your site and group related posts. The default category is &#8220;Uncategorized&#8221; until you change it in your <a href=\"%s\">writing settings</a>.","Du kan bruka kategoriar for å laga avdelingar på nettstaden din, og slik knyta saman nærskylde innlegg. Standardkategorien er &#8220;Ymse&#8221; inntil du endrar han i <a href=\"%s\">skrive-innstillingane</a> dine."
"You can create groups of links by using Link Categories. Link Category names must be unique and Link Categories are separate from the categories you use for posts.","Du kan gruppera lenkjer med lenkjekategoriar. Namna på lenkjekategoriane må vera eigne, og lenkjekategoriane er ikkje dei same som kategoriane for innlegg."
"You can assign keywords to your posts using <strong>tags</strong>. Unlike categories, tags have no hierarchy, meaning there&#8217;s no relationship from one tag to another.","Du kan skriva inn stikkord til innlegga dine med <strong>merkelappar</strong>. Merkelappane har, til skilnad frå kategoriar, inga rangordning, det vil seia at merkelappane ikkje er knytte til einannan."
"You can delete Link Categories in the Bulk Action pull-down, but that action does not delete the links within the category. Instead, it moves them to the default Link Category.","Du kan sletta lenkjekategoriar i nedtrekkslista over massehandlingar, men det slettar ikkje lenkjene i kategoriane. I staden blir lenkjene flytta over til standardkategorien."
"What&#8217;s the difference between categories and tags? Normally, tags are ad-hoc keywords that identify important information in your post (names, subjects, etc) that may or may not recur in other posts, while categories are pre-determined sections. If you think of your site like a book, the categories are like the Table of Contents and the tags are like the terms in the index.","Kva er skilnaden mellom kategoriar og merkelappar? Til vanleg er merkelappane berre raske stikkord som gjev nokre viktige opplysningar om innlegget ditt (namn, emne osb.). Desse stikkorda kan koma att i andre innlegg. Kategoriar er avdelingar du har sett opp på førehand. Viss du tenkjer deg nettstaden din som ei bok, er kategoriane som ei innhaldsliste og merkelappane som eit stikkordregister."
"When adding a new category on this screen, you&#8217;ll fill in the following fields:","Når du legg til ein ny kategori på denne sida, fyller du inn desse felta:"
"When adding a new tag on this screen, you&#8217;ll fill in the following fields:","Når du legg til ein ny merkelapp på denne sida, fyller du inn desse felta:"
"<strong>Name</strong> - The name is how it appears on your site.","<strong>Namn</strong> - Namnet er slik det ser ut på nettstaden din."
"<strong>Slug</strong> - The &#8220;slug&#8221; is the URL-friendly version of the name. It is usually all lowercase and contains only letters, numbers, and hyphens.","<strong>Kortadresse</strong> - vanlegvis ei URL-venleg utgåve av namnet. Til vanleg med små bokstavar, og inneheld berre bokstavar, tal og bindestrekar."
"<strong>Parent</strong> - Categories, unlike tags, can have a hierarchy. You might have a Jazz category, and under that have child categories for Bebop and Big Band. Totally optional. To create a subcategory, just choose another category from the Parent dropdown.","<strong>Hovudkategori</strong> - Kategoriar kan ha eit hierarki, medan merkelappar ikkje kan det. Du kan til dømes ha ein jazz-kategori, som kan ha underkategoriar for bebop og big band - du vel det heilt sjølv. For å laga ein underkategori, vel du ein av dei andre som hovudkategori i nedtrekkslista."
"<strong>Description</strong> - The description is not prominent by default; however, some themes may display it.","<strong>Skildring</strong> - Skildringa har ingen viktig plass til vanleg, men nokre bunader kan gjera bruk av henne."
"You can change the display of this screen using the Screen Options tab to set how many items are displayed per screen and to display/hide columns in the table.","Du kan velja korleis denne sida skal sjå ut ved å bruka sideval-fana. Då kan du velja kor mange element du skal syna per side, og om du vil syna eller gøyma kolonnar i tabellen."
"Adding Categories","Laga kategoriar"
"Adding Tags","Laga merkelappar"
"<a href=\"http://codex.wordpress.org/Posts_Categories_Screen\" target=\"_blank\">Documentation on Categories</a>","<a href=\"http://codex.wordpress.org/Posts_Categories_Screen\" target=\"_blank\">Hjelp om kategoriar</a>"
"<a href=\"http://codex.wordpress.org/Links_Link_Categories_Screen\" target=\"_blank\">Documentation on Link Categories</a>","<a href=\"http://codex.wordpress.org/Links_Link_Categories_Screen\" target=\"_blank\">Hjelp om lenkjekategoriar</a>"
"<a href=\"http://codex.wordpress.org/Posts_Tags_Screen\" target=\"_blank\">Documentation on Tags</a>","<a href=\"http://codex.wordpress.org/Posts_Tags_Screen\" target=\"_blank\">Hjelp om merkelappar</a>"
"Item added.","La til elementet."
"Item deleted.","Sletta elementet."
"Item updated.","Oppdaterte elementet."
"Item not added.","La ikkje til elementet."
"Item not updated.","Elementet vart ikkje oppdatert."
"Items deleted.","Sletta elementa."
"<strong>Note:</strong><br />Deleting a category does not delete the posts in that category. Instead, posts that were only assigned to the deleted category are set to the category <strong>%s</strong>.","<strong>Merk:</strong><br />Når du slettar ein kategori, vert ikkje innlegga i denne kategorien sletta. Desse vil i staden verte flytta til kategorien <strong>%s</strong>."
"Categories can be selectively converted to tags using the <a href=\"%s\">category to tag converter</a>.","Kategoriar kan gjerast om til merkelappar med <a href=\"%s\">kategori til merkelapp-omformaren</a>."
"Tags can be selectively converted to categories using the <a href=\"%s\">tag to category converter</a>.","Du kan gjera merkelappar om til kategoriar med <a href=\"%s\">verktøyet for den oppgåva</a>."
"You are not allowed to move this item to the Trash.","Du har ikkje løyve til å kasta dette i papirkorga."
"Error in moving to Trash.","Greidde ikkje kasta i papirkorga."
"You are not allowed to restore this item from the Trash.","Du har ikkje løyve til å plukka dette elementet opp or papirkorga."
"Error in restoring from Trash.","Greidde ikkje plukka opp or papirkorga."
"You are not allowed to delete this item.","Du har ikkje løyve til å sletta dette elementet."
"Error in deleting...","Feil under sletting..."
"This screen provides access to all of your posts. You can customize the display of this screen to suit your workflow.","På denne sida ser du alle innlegga dine. Du kan velja eigne visingar for sida, slik at det høver best med arbeidsmåten din."
"Screen Content","Sideinnhald"
"You can customize the display of this screen&#8217;s contents in a number of ways:","Du kan velja koss denne sida skal syne innhaldet på mange måtar:"
"You can hide/display columns based on your needs and decide how many posts to list per screen using the Screen Options tab.","Du kan syna eller gøyma kolonner etter som du treng, og avgjera kor mange innlegg du vil lista opp på kvar side. Det gjer du med sideval-fana."
"You can filter the list of posts by post status using the text links in the upper left to show All, Published, Draft, or Trashed posts. The default view is to show all posts.","Du kan filtrera lista over innlegg etter innlegsstatus ved å bruka tekstlenkjene øvst til venstre til å syna Alle, Lagt ut, Kladd eller Papirkorg-innlegg. Standarden er å syna alle innlegg."
"You can view posts in a simple title list or with an excerpt. Choose the view you prefer by clicking on the icons at the top of the list on the right.","Du kan sjå innlegga i ei enkel liste over titlar, eller med eit utdrag. Vel kva du vil bruka ved å klikka på knappane på toppen av lista til høgre."
"You can refine the list to show only posts in a specific category or from a specific month by using the dropdown menus above the posts list. Click the Filter button after making your selection. You also can refine the list by clicking on the post author, category or tag in the posts list.","Du kan finstilla denne lista til å visa berre innlegg i ein viss kategori eller frå berre ein månad. Det gjer du ved å bruka nedtrekkslenkjene over lista med innlegg. Klikk på Filtrer-knappen etter du har valt. Du kan òg tynna ut lista ved å klikka på skribent, kategori eller merkelapp i innleggslista."
"Available Actions","Tilgjengelege handlingar"
"Hovering over a row in the posts list will display action links that allow you to manage your post. You can perform the following actions:","Viss du held peikaren over ei rad i innleggslista, vil det koma fram handlingslenkjer som let deg handtera kvart innlegg. Du kan gjera dette:"
"<strong>Edit</strong> takes you to the editing screen for that post. You can also reach that screen by clicking on the post title.","<strong>Endra</strong> sender deg til redigeringssida for det innlegget. Du kan òg koma dit ved å klikka på innleggstittelen."
"<strong>Quick Edit</strong> provides inline access to the metadata of your post, allowing you to update post details without leaving this screen.","<strong>Snøggendring</strong> gjev deg rask tilgang til opplysningane om innlegget ditt, slik at du kan oppdatera detaljane om innlegget utan å gå bort frå denne sida."
"<strong>Trash</strong> removes your post from this list and places it in the trash, from which you can permanently delete it.","<strong>Søpel</strong> - fjernar innlegget ditt frå denne lista, og legg det i søpelkorga. Du kan sletta det for alltid derifrå."
"<strong>Preview</strong> will show you what your draft post will look like if you publish it. View will take you to your live site to view the post. Which link is available depends on your post&#8217;s status.","<strong>Førehandsvis</strong> vil syna deg innlegget slik det vil sjå ut om du legg det ut. Med Vis ser du innlegget slik det ser ut på nettstaden. Kva lenkje du ser, avheng av kva tilstand innlegget ditt er i."
"Bulk Actions","Massehandlingar"
"You can also edit or move multiple posts to the trash at once. Select the posts you want to act on using the checkboxes, then select the action you want to take from the Bulk Actions menu and click Apply.","Du kan endra eller flytta fleire innlegg til søpelet på ein gong. Vel innlegga du vil endra med krysseboksane. Så vel du handlinga du vil utføra frå massehandlingar-menyen, og klikkar på utfør."
"When using Bulk Edit, you can change the metadata (categories, author, etc.) for all selected posts at once. To remove a post from the grouping, just click the x next to its name in the Bulk Edit area that appears.","Med massehandlingane kan du endra opplysningane (kategoriar, forfattar osfr.) på alle dei valde innlegga på ein gong. For å fjerna eit innlegg frå gruppa, klikkar du berre x ved sidan av namnet i massehandlingsfeltet som kjem opp."
"<a href=\"http://codex.wordpress.org/Posts_Screen\" target=\"_blank\">Documentation on Managing Posts</a>","<a href=\"http://codex.wordpress.org/Posts_Screen\" target=\"_blank\">Hjelp om å handtera innlegg</a>"
