"New password","Ny adgangskode"
"Loading&#8230;","Henter&#8230;"
"This widget requires JavaScript.","Denne widget kr&#230;ver JavaScript."
"Storage Space","Tildelt plads"
"<a href=\"%s\" title=\"Manage Uploads\" class=\"musublink\">%sMB</a>","<a href=\"%s\" title=\"Håndter uploads\" class=\"musublink\">%sMB</a>"
"Space Allowed","Tilladt plads"
"<a href=\"%s\" title=\"Manage Uploads\" class=\"musublink\">%sMB (%s%s%)</a>","<a href=\"%s\" title=\"Håndter uploads\" class=\"musublink\">%sMB (%s%s%)</a>"
"Space Used","Plads brugt"
"It looks like you're using an insecure version of <a href='%s'>%s</a>. Using an outdated browser makes your computer unsafe. For the best WordPress experience, please update your browser.","Det ser ud til at du benytter en usikker version af <a href='%s'>%s</a>. Brugen af en gammel browser gør din computer usikker. Opdater venligst din browser, hvis du ønsker opleve WordPress bedst muligt. "
"Select comment","Vælg kommentar"
"Y/m/d \\a\\t g:i A","d.m.Y \\k\\l\\. H:i"
"Submitted on <a href=\"%s\">%s at %s</a>","Lagt på <a href=\"%s\">%s kl. %s</a>"
"In reply to <a href=\"%s\">%s</a>.","Som svar på <a href=\"%s\">%s</a>."
"Unapprove this comment","Godkend ikke"
"Approve this comment","Godkend kommentar"
"Mark this comment as spam","Marker kommentar som spam"
"Move this comment to the trash","Flyt denne kommentar til papirkurven"
"Quick Edit","Lynrediger"
"Quick&nbsp;Edit","Lynrediger"
"Reply to this comment","Besvar denne kommentar"
"Y/m/d \\a\\t g:ia","m/d/Y \\k\\l H:i"
"Changing to %s","Skifter til %s"
"Found %s","Fandt %s"
"The ftp PHP extension is not available","Ftp-PHP-udvidelsen er ikke tilg&#230;ngelig"
"FTP hostname is required","FTP-v&#230;rtsnavn er p&#229;kr&#230;vet"
"FTP username is required","FTP-brugernavn er p&#229;kr&#230;vet"
"FTP password is required","FTP-kodeord er p&#229;kr&#230;vet"
"Failed to connect to FTP Server %s:%s","Kunne ikke oprette forbindelse til FTP-serveren %s:%s"
"Username/Password incorrect for %s","Brugernavn/Adgangskode passer ikke for %s"
"The ssh2 PHP extension is not available","ssh2 PHP-udvidelsen er ikke tilg&#230;ngelig"
"The ssh2 PHP extension is available, however, we require the PHP5 function <code>stream_get_contents()</code>","ssh2 PHP-udvidelsen er tilg&#230;ngelig, men beh&#248;ver PHP5-funktionen <code>stream_get_contents()</code>"
"SSH2 hostname is required","SSH2-v&#230;rtsnavn er p&#229;kr&#230;vet"
"SSH2 username is required","SSH2-brugernavn er p&#229;kr&#230;vet"
"SSH2 password is required","SSH2-kodeord er p&#229;kr&#230;vet"
"Failed to connect to SSH2 Server %s:%s","Kunne ikke forbinde til SSH2-server %s:%s"
"Public and Private keys incorrect for %s","Offentlige og private n&#248;gle ukorrekte for %s"
"Unable to perform command: %s","Kan ikke udf&#248;re kommandoen: %s"
"No links found.","Ingen links fundet."
"Delete","Slet"
"View all categories","Se alle kategorier"
"Relationship","Relation"
"Visible","Synlig"
"Rating","Karakter"
"Select %s","Vælg %s"
"Edit &#8220;%s&#8221;","Rediger &#8220;%s&#8221;"
"You are about to delete this link '%s'\n  'Cancel' to stop, 'OK' to delete.","Du er ved at slette dette link '%s'\n  'Annuller' for at stoppe, 'OK' for at slette."
"Visit %s","Bes&#248;g %s"
"Show all dates","Vis alle datoer"
"List View","Listevisning"
"Excerpt View","Uddragsvisning"
"%s pending","%s venter"
"Go to the first page","Gå til den første side"
"Go to the previous page","Gå til den forrige side"
"Current page","Aktuel side"
"%s of %s","%s af %s"
"Go to the next page","Gå til den næste side"
"Go to the last page","Gå til den sidste side"
"Unattached <span class=\"count\">(%s)</span>","Ikke vedhæftede <span class=\"count\">(%s)</span>"
"Attach to a post","Vedh&#230;ft til et indl&#230;g"
"Scan for lost attachments","Scan for tabte vedh&#230;ftede filer"
"No media attachments found.","Ingen medievedh&#230;ftninger fundet."
"File","Fil"
"Uploaded to","Uploadet til"
"Date","Dato"
"Unpublished","Ikke udgivet"
"%s from now","%s fra nu"
"(Unattached)","(Ikke vedh&#230;ftet)"
"Attach","Vedh&#230;ft"
"View &#8220;%s&#8221;","Se &#8220;%s&#8221;"
"View","Vis"
"No sites found.","Ingen websteder fundet."
"Mark as Spam","Marker som spam"
"Domain","Domæne"
"Last Updated","Sidst opdateret"
"Registered","Oprettet"
"Archived","Arkiveret"
"Deleted","Slettet"
"Mature","Voksen"
"You are about to activate the site %s","Du er ved at aktivere webstedet %s"
"You are about to deactivate the site %s","Du er ved at deaktivere siden %s"
"You are about to unarchive the site %s.","Du er ved at fjerne webstedet %s fra arkivet."
"Unarchive","Fjern fra arkiv"
"You are about to archive the site %s.","Du er ved at arkivere webstedet %s."
"Archive","Arkiv"
"You are about to unspam the site %s.","Du er ved at markere webstedet %s som ikke spam."
"You are about to mark the site %s as spam.","Du er ved at markere webstedet %s som spam."
"You are about to delete the site %s.","Du er ved at slette webstedet %s."
"Visit","Besøg"
"Never","Aldrig"
"Only showing first 5 users.","Viser kun de første 5 brugere."
"More","Mere"
"No themes found.","Ingen temaer fundet."
"You do not appear to have any themes available at this time.","Du ser ikke ud til at have nogen temaer tilgængelige på nuværende tidspunkt."
"Theme","Tema"
"Enabled <span class=\"count\">(%s)</span>","Aktiver <span class=\"count\">(%s)</span>"
"Disabled <span class=\"count\">(%s)</span>","Deaktiveret <span class=\"count\">(%s)</span>"
"Update Available <span class=\"count\">(%s)</span>","Opdateringer tilgængelige <span class=\"count\">(%s)</span>"
"Broken <span class=\"count\">(%s)</span>","Ødelagte <span class=\"count\">(%s)</span>"
"Enable","Aktiver"
"Network Enable","Aktiver netværk"
"Disable","Deaktiver"
"Network Disable","Deaktiver netværk"
"Enable this theme","Aktiver dette tema"
"Disable this theme","Deaktiver dette tema"
"Open this theme in the Theme Editor","Åbn dette tema i tema-editoren"
"Delete this theme","Slet dette tema"
"Broken Theme:","Ødelagt tema:"
"By %s","Af %s"
"Visit theme homepage","Besøg temaets websted"
"Visit Theme Site","Besøg temaets websted"
"No users found.","Ingen brugere fundet."
"Super Admin <span class=\"count\">(%s)</span>","Superadministrator <span class=\"count\">(%s)</span>"
"Super Admins <span class=\"count\">(%s)</span>","Superadministratorer <span class=\"count\">(%s)</span>"
"Search Results","S&#248;geresultater"
"Popular","Popul&#230;re"
"Favorites","Favoritter"
"Try again","Prøv igen"
"No plugins match your request.","Ingen plugins at vise"
"More information about %s","Mere information om%s"
"Details","Detaljer"
"Install %s","Installer %s"
"Install Now","Installer nu"
"Update to version %s","Opdater til version %s"
"Update Now","Opdater nu"
"This plugin is already installed and is up to date","Dette plugin er allerede installerer og opdateret"
"(based on %s rating)","(baseret p&#229; %s vurdering)"
"(based on %s ratings)","(baseret p&#229; %s vurderinger)"
"No plugins found.","Ingen tilføjelser fundet."
"You do not appear to have any plugins available at this time.","Det ser ikke ud til, at du har tilg&#230;ngelige plugins i &#248;jeblikket."
"Welcome to WordPress %s","Velkommen til WordPress %s"
"Thank you for updating to the latest version! WordPress %s is more polished and enjoyable than ever before. We hope you like it.","Tak fordi du opdaterede til seneste version! WordPress %s er mere forfinet og fornøjelig end nogensinde før. Vi håber, du kan lide den."
"What&#8217;s New","Hvad er nyt"
"Credits","Anerkendelse"
"Freedoms","Frihedsrettigheder"
"New Media Manager","Ny mediehåndtering"
"Beautiful Interface","Smukt interface"
"Adding media has been streamlined with an all-new experience, making it a breeze to upload files and place them into your posts.","At tilføje medier er blevet en spritnyt og mere strømlinet oplevelse, der gør det til en leg at uploade filer og indsætte dem i dine indlæg."
"Picturesque Galleries","Picturesque gallerier"
"Creating image galleries is faster with drag and drop reordering, inline caption editing, and simplified controls for layout.","Oprettelse af gallerier er hurtigere med træk-og-slip omrokering, direkte redigering af billedtekster og layout på den mest simple måde."
"New Default Theme","Nyt standardtema"
"Introducing Twenty Twelve","Vi præsenterer Twenty Twelve"
"The newest default theme for WordPress is simple, flexible, and elegant.","Det nyeste standardtema til WordPress er simpelt, fleksibelt og elegant."
"What makes it really shine are the design details, like the gorgeous Open Sans typeface and a fully responsive design that looks great on any device.","Det, der virkelig gør det blændende, er designdetaljerne, såsom den smukke Open Sans skrifttype og et helt responsivt design, der ser godt ud på alle enheder."
"Naturally, Twenty Twelve supports all the theme features you’ve come to know and love, but it is also designed to be as great for a website as it is for a blog.","Twenty Twelve understøtter, naturligvis, alle de temafunktioner du har lært at kende og elske, men det er også designet til at fungere lige godt til både et websted og en blog."
"Retina Ready","Retina klar"
"So Sharp You Can&#8217;t See the Pixels","Så knivskarp at du ikke kan se de enkelte pixels"
"The WordPress dashboard now looks beautiful on high-resolution screens like those found on the iPad, Kindle Fire HD, Nexus 10, and MacBook Pro with Retina Display. Icons and other visual elements are crystal clear and full of detail.","WordPress kontrolpanelet ser nu også smukt ud ud på højopløsningsskærme som findes på iPad, Kindle Fire HD, Nexus 10, og MacBook Pro med Retina Display. Ikoner og andre visuelle elementer er krystalklare og detaljerige."
"Smoother Experience","Gnidningsfri oplevelse"
"Better Accessibility","Bedre tilgængelighed"
"WordPress supports more usage modes than ever before. Screenreaders, touch devices, and mouseless workflows all have improved ease of use and accessibility.","WordPress understøtter flere brugermuligheder end nogensinde før. Skærmlæsere, touch enheder og workflows uden mus er nu forbedret i forhold til brug og tilgængelighed."
"More Polish","Mere glans"
"A number of screens and controls have been refined. For example, a new color picker makes it easier for you to choose that perfect shade of blue.","Et antal skærmbilleder og værktøjer er blevet forfinet. For eksempel gør en farvevælger det nu nemmere at vælge den helt perfekte nuance af blå."
"Under the Hood","Under motorhjelmen"
"Meta Query Additions","Meta Query tilføjelser"
"The <code>WP_Comment_Query</code> and <code>WP_User_Query</code> classes now support meta queries just like <code>WP_Query.</code> Meta queries now support querying for objects without a particular meta key.","<code>WP_Comment_Query</code> og <code>WP_User_Query</code> klasserne understøtter nu metaforespørgsler såsom <code>WP_Query.</code> Metaforespørgsler understøtter nu forespørgsler for objekter uden en særligt metanøgle."
"Post Objects","Indlægsobjekter"
"Post objects are now instances of a <code>WP_Post</code> class, which improves performance by loading selected properties on demand.","Indlægsobjekter er nu dele af en <code>WP_Post</code> klasse, hvilket forbedrer ydelse ved at indlæse udvalgte egenskaber ved efterspørgsler."
"Image Editing API","Billedredigering API"
"The <code>WP_Image_Editor</code> class abstracts image editing functionality such as cropping and scaling, and uses ImageMagick when available.","<code>WP_Image_Editor</code> klassen udtrækker funktioner til billedredigering såsom cropping og skalering, og bruger ImageMagick når det er muligt."
"Multisite Improvements","Multisite forbedringer"
"<code>switch_to_blog()</code> is now significantly faster and more reliable.","<code>switch_to_blog()</code> er nu betydeligt hurtigere og mere pålidelig."
"The <a href=\"%s\">WordPress API</a> is now always enabled, and supports fetching users, editing profiles, managing post revisions, and searching posts.","<a href=\"%s\">WordPress API</a> er nu altid slået til og understøtter hent brugere, rediger profiler, håndtering af indlægsrevisioner og søgning i indlæg."
