"Application Attachment Template","Szablon strony z załącznikiem w postaci aplikacji"
"my-hacks.php (legacy hacks support)","my-hacks.php (porzucona obsługa modyfikacji)"
".htaccess (for rewrite rules )",".htaccess (dla reguł przepisywania adresów)"
"Comments Template","Szablon komentarzy"
"Popup Comments Template","Szablon komentarzy w wyskakującym oknie"
"Sorry, can&#8217;t edit files with &#8220;..&#8221; in the name. If you are trying to edit a file in your WordPress home directory, you can just type the name of the file in.","Przepraszamy, nie można edytować plików zawierających w nazwie ciąg &#8222;..&#8221;. Jeżeli chcesz zmodyfikować plik znajdujący się w głównym katalogu WordPressa, wystarczy, że wprowadzisz jego nazwę."
"The uploaded file exceeds the <code>upload_max_filesize</code> directive in <code>php.ini</code>.","Rozmiar wysłanego na serwer pliku przekracza wartość dyrektywy <code>upload_max_filesize</code> zdefiniowanej w pliku <code>php.ini</code>."
"The uploaded file exceeds the <em>MAX_FILE_SIZE</em> directive that was specified in the HTML form.","Rozmiar wysłanego na serwer pliku przekracza wartość dyrektywy <em>MAX_FILE_SIZE</em> zdefiniowanej w formularzu wysyłki."
"The uploaded file was only partially uploaded.","Plik został wysłany na serwer tylko częściowo."
"No file was uploaded.","Nie wysłano żadnego pliku."
"Missing a temporary folder.","Brak tymczasowego folderu."
"Failed to write file to disk.","Nie udało się zapisać pliku na dysku."
"File upload stopped by extension.","Wysyłanie pliku na serwer zostało zatrzymane przez rozszerzenie."
"Invalid form submission.","Formularz został wysłany nieprawidłowo."
"File is empty. Please upload something more substantial. This error could also be caused by uploads being disabled in your php.ini or by post_max_size being defined as smaller than upload_max_filesize in php.ini.","Plik jest pusty. Proszę wysłać plik, który zawiera jakieś dane. Ten błąd mógł również zostać spowodowany przez wyłączenie możliwości wysyłania plików na serwer lub nadanie ustawieniu post_max_size wartości mniejszej niż ustawieniu upload_max_filesize w pliku php.ini."
"Specified file failed upload test.","Podany plik nie przeszedł próby wysyłki."
"File is empty. Please upload something more substantial. This error could also be caused by uploads being disabled in your php.ini.","Plik jest pusty. Proszę wysłać plik, który zawiera jakieś dane. Ten błąd mógł zostać spowodowany również przez wyłączenie możliwości wysyłania plików w Twoim php.ini."
"Specified file does not exist.","Plik o podanej nazwie nie istnieje."
"Invalid URL Provided.","Podano nieprawidłowy adres URL."
"Could not create Temporary file.","Nie można było utworzyć tymczasowego pliku."
"Could not retrieve file from archive.","Nie można było uzyskać pliku z archiwum."
"Could not extract file from archive.","Nie można było rozpakować pliku z archiwum."
"Could not copy file.","Nie można było skopiować pliku."
"Empty archive.","To archiwum jest puste."
"Connection Information","Informacje dotyczące połączenia"
"Hostname","Nazwa serwera"
"Authentication Keys","Klucze do uwierzytelnienia"
"Public Key:","Klucz publiczny:"
"Private Key:","Klucz prywatny:"
"Enter the location on the server where the keys are located. If a passphrase is needed, enter that in the password field above.","Wprowadź ścieżkę do kluczy na serwerze. Jeżeli wymagane jest hasło, wprowadź je do poniższego pola."
"Connection Type","Typ połączenia"
"Proceed","Dalej"
"Image data does not exist. Please re-upload the image.","Brak danych obrazka w pliku. Proszę wysłać obrazek na serwer ponownie."
"Crop","Przytnij"
"Rotate counter-clockwise","Obróć przeciwnie do ruchu wskazówek zegara"
"Rotate clockwise","Obróć zgodnie z ruchem wskazówek zegara"
"Flip vertically","Obróć w pionie"
"Flip horizontally","Obróć w poziomie"
"Scale Image","Przeskaluj obrazek"
"You can proportionally scale the original image. For best results the scaling should be done before performing any other operations on it like crop, rotate, etc. Note that if you make the image larger it may become fuzzy.","Możliwe jest proporcjonalne przeskalowanie oryginalnego obrazka. W celu osiągnięcia najlepszych efektów, skalowanie powinno zostać dokonane przed wykonaniem innych działań na obrazku, takich jak przycinanie czy obracanie. Pamiętaj, że powiększenie obrazka spowoduje, że stanie się on mniej wyraźny."
"Original dimensions %s","Oryginalny rozmiar %s"
"Restore Original Image","Przywróć oryginalny obrazek"
"Discard any changes and restore the original image.","Odrzuć wszelkie zmiany i przywróć oryginalny obrazek."
"Previously edited copies of the image will not be deleted.","Uprzednio edytowane kopie obrazka nie zostaną usunięte."
"Restore image","Przywróć obrazek"
"Image Crop","Przycięty obrazek"
"(help)","(pomoc)"
"The image can be cropped by clicking on it and dragging to select the desired part. While dragging the dimensions of the selection are displayed below.","Obrazek można przyciąć poprzez kliknięcie w dowolnym jego miejscu i przeciągnięcie myszą w inne w celu zaznaczenia obszaru, który ma zostać wycięty. Podczas przeciągania poniżej wyświetlone zostaną wymiary zaznaczenia."
"Keyboard Shortcuts","Skróty klawiaturowe"
"Crop Aspect Ratio","Proporcje wycinka"
"You can specify the crop selection aspect ratio then hold down the Shift key while dragging to lock it. The values can be 1:1 (square), 4:3, 16:9, etc. If there is a selection, specifying aspect ratio will set it immediately.","Możesz określić proporcje zaznaczenia, a następnie przytrzymać klawisz Shift podczas zmiany jego rozmiaru, aby je zachować. Wartości te mogą wynosić 1:1 (kwadrat), 4:3, 16:9 itd. Jeżeli jakiś obszar jest już zaznaczony, określenie proporcji spowoduje natychmiastowe ich zastosowanie."
"Crop Selection","Wybór przycinanego obszaru"
"Once started, the selection can be adjusted by entering new values (in pixels). Note that these values are scaled to approximately match the original image dimensions. The minimum selection size equals the thumbnail size as set in the Media settings.","Po zaznaczeniu dowolnego obszaru wymiary zaznaczenia mogą zostać zmienione poprzez wprowadzenie jego wartości (w pikselach). Zauważ, że te wartości są dostosowywane w taki sposób, aby były one w przybliżeniu zgodne z oryginalnymi wymiarami obrazu. Minimalne wymiary zaznaczenia są równe wymiarom miniatur podanym w ustawieniach mediów."
"Aspect ratio:","Proporcje:"
"Selection:","Wybór:"
"Thumbnail Settings","Ustawienia miniatury"
"The thumbnail image can be cropped differently. For example it can be square or contain only a portion of the original image to showcase it better. Here you can select whether to apply changes to all image sizes or make the thumbnail different.","Miniatury mogą zostać przycięte oddzielnie - mogą one mieć kształt kwadratu lub zawierać tylko fragment obrazka, aby lepiej go zaprezentować. Tutaj możesz wybrać, czy chcesz zastosować wprowadzone zmiany do obrazków wszystkich wymiarów, czy nadać miniaturom inne."
"Current thumbnail","Obecna miniatura"
"Apply changes to:","Zastosuj zmiany do:"
"All image sizes","wszystkich rozmiarów obrazka"
"All sizes except thumbnail","wszystkich rozmiarów poza miniaturą"
"Cannot load image metadata.","Nie można wczytać metadanych obrazka."
"Cannot save image metadata.","Nie można zapisać metadanych obrazka."
"Image metadata is inconsistent.","Metadane obrazka są niespójne."
"Image restored successfully.","Oryginalny obrazek został przywrócony."
"Unable to create new image.","Nie udało się utworzyć nowego obrazka."
"Error while saving the scaled image. Please reload the page and try again.","Wystąpił błąd podczas zapisywania przeskalowanego obrazka. Proszę odświeżyć stronę i spróbować ponownie."
"Nothing to save, the image has not changed.","Nie ma niczego, co możnaby zapisać. Obrazek nie został zmodyfikowany."
"Unable to save the image.","Nie udało się zapisać obrazka."
"Image saved","Obrazek został zapisany"
"From Computer","Z komputera"
"From URL","Z adresu URL"
"Gallery (%s)","Galeria (%s)"
"Uploads","Wysłane na serwer"
"File URL","Adres URL pliku"
"Alt text for the image, e.g. &#8220;The Mona Lisa&#8221;","Tekst, który może zostać wyświetlony zamiast obrazka, np. &#8222;Mona Lisa&#8221;"
"Empty Title filled from filename.","Nazwa pliku została ustawiona jako tytuł medium."
"Order","Kolejność"
"Location of the uploaded file.","Położenie pliku na serwerze."
"Show","Pokaż"
"Hide","Ukryj"
"File name:","Nazwa pliku:"
"File type:","Typ pliku:"
"Upload date:","Data wysłania na serwer:"
"Dimensions:","Wymiary:"
"Insert into Post","Wstaw do wpisu"
"You are about to delete <strong>%s</strong>.","Zamierzasz usunąć <strong>%s</strong>."
"Add media files from your computer","Dodaj media ze swojego komputera"
"Save all changes","Zapisz wszystkie zmiany"
"All Tabs:","Wszystkie karty:"
"Sort Order:","Kolejność:"
"Ascending","Rosnąco"
"Descending","Malejąco"
"Link thumbnails to:","Uczyń miniatury odnośnikami do:"
"Image File","pliku obrazka"
"Order images by:","Porządkuj obrazki według:"
"Menu order","Kolejność w menu"
"Date/Time","Data/Czas"
"Order:","Kolejność:"
"Gallery columns:","Liczba kolumn w galerii:"
"Update gallery settings","Zaktualizuj ustawienia galerii"
"Search Media","Szukaj mediów"
"All Types","Wszystkie typy"
"Filter &#187;","Przefiltruj &#187;"
"Image Caption","Etykieta obrazka"
"Link Image To:","Uczyń obrazek odnośnikiem do:"
"Link to image","Odnośnik do obrazka"
"Link text, e.g. &#8220;Ransom Demands (PDF)&#8221;","Treść odnośnika, np. &#8222;Żądania napastników (PDF)&#8221;"
"Preview Changes","Podejrzyj zmiany"
"Status:","Stan:"
"Visibility:","Dostępność:"
"Password protected","Zabezpieczone hasłem"
"Stick this post to the front page","Przyklej ten wpis do strony głównej"
"Scheduled for: <b>%s</b>","Zaplanowana na: <b>%s</b>"
"Published on: <b>%s</b>","Opublikowano: <b>%s</b>"
"Publish <b>immediately</b>","Opublikuj <b>natychmiast</b>"
"Schedule for: <b>%s</b>","Zaplanuj na: <b>%s</b>"
"Publish on: <b>%s</b>","Opublikuj: <b>%s</b>"
"Most Used","Najczęściej używane"
"+ Add New Category","+ Dodaj nową kategorię"
"New category name","Nazwa nowej kategorii"
"Excerpts are optional hand-crafted summaries of your content that can be used in your theme. <a href=\"http://codex.wordpress.org/Excerpt\" target=\"_blank\">Learn more about manual excerpts.</a>","Wypisy są opcjonalnymi, ręcznie tworzonymi podsumowaniami Twoich wpisów, które możesz wykorzystać w swoim motywie. <a href=\"http://codex.wordpress.org/Excerpt\" target=\"_blank\">Dowiedz się więcej o ręcznym tworzeniu wypisów.</a>"
"Already pinged:","Ping został już wysłany do:"
"Send trackbacks to:","Wyślij trackbacki do:"
"Separate multiple URLs with spaces","Oddziel kolejne adresy URL spacjami"
"Custom fields can be used to add extra metadata to a post that you can <a href=\"http://codex.wordpress.org/Using_Custom_Fields\" target=\"_blank\">use in your theme</a>.","Własne pola mogą zostać użyte w celu dodania do wpisów metadanych, które możesz później wykorzystać <a href=\"http://codex.wordpress.org/Using_Custom_Fields\" target=\"_blank\">w swoim motywie</a>."
"Allow <a href=\"%s\" target=\"_blank\">trackbacks and pingbacks</a> on this page.","Zezwól na <a href=\"%s\" target=\"_blank\">pingbacki i trackbacki</a> na tej stronie."
"Show comments","Pokaż komentarze"
"Main Page (no parent)","Strona główna (brak nadrzędnej)"
"Default Template","Domyślny szablon"
"Visit Link","Przejdź za odnośnikiem"
"Keep this link private","Odnośnik prywatny"
"You are about to delete this link '%s'\n  'Cancel' to stop, 'OK' to delete.","Zamierzasz usunąć odnośnik '%s'\n  Kliknij 'Anuluj', aby anulować tę operację, lub 'OK', aby ją sfinalizować."
"<code>_blank</code> &mdash; new window or tab.","<code>_blank</code> &mdash; nowe okno lub karta."
"<code>_top</code> &mdash; current window or tab, with no frames.","<code>_top</code> &mdash; bieżące okno lub karta, bez ramek."
"<code>_none</code> &mdash; same window or tab.","<code>_none</code> &mdash; to samo okno lub karta."
"Choose the target frame for your link.","Wybierz ramkę docelową dla tego odnośnika."
"identity","tożsamość"
"another web address of mine","inna z moich stron internetowych"
"friendship","przyjaźń"
"contact","kontakt"
"acquaintance","znajomy"
"friend","przyjaciel"
"physical","fizyczne"
"met","spotkano"
"professional","praca"
"co-worker","współpracownik"
"colleague","kolega"
"geographical","geograficzne"
"co-resident","współlokator"
"neighbor","sąsiad"
"family","rodzina"
"child","dziecko"
"kin","krewny"
"parent","rodzic"
"sibling","rodzeństwo"
"spouse","małżonek"
"romantic","romantyczne"
"muse","muza"
"crush","obiekt westchnień"
"date","randka"
"sweetheart","kochanie"
"If the link is to a person, you can specify your relationship with them using the above form. If you would like to learn more about the idea check out <a href=\"http://gmpg.org/xfn/\">XFN</a>.","Jeżeli odnośnik prowadzi do prywatnej strony jakiejś osoby, możesz określić swoje relacje z nią korzystając z powyższego formularza. Jeśli chcesz dowiedzieć się więcej o idei tego systemu, zerknij na stronę o <a href=\"http://gmpg.org/xfn/\">XFN</a>."
"Image Address","Adres obrazka"
"RSS Address","Adres kanału RSS"
"Notes","Uwagi"
"Rating","Ocena"
"(Leave at 0 for no rating.)","(0 oznacza brak klasyfikacji)."
"You do not have sufficient permissions to access this page.","Nie posiadasz wystarczających uprawnień, by wejść na tę stronę."
"Popular tags","Popularne tagi"
