"New password","Nova senha"
"The description is not prominent by default; however, some themes may show it.","A descrição não está normalmente visível mas alguns temas podem apresentá-la."
"You attempted to edit an item that doesn&#8217;t exist. Perhaps it was deleted?","Tentou editar um item que não existe, Talvez tenha sido eliminado?"
"You can use categories to define sections of your site and group related posts. The default category is &#8220;Uncategorized&#8221; until you change it in your <a href=\"%s\">writing settings</a>.","Pode usar categorias para definir secções do seu site e agrupar artigos relacionados. A categoria por omissão é &#8220;Sem categoria&#8221; até que a altere nas suas <a href=\"%s\">definições de escrita</a>."
"You can create groups of links by using Link Categories. Link Category names must be unique and Link Categories are separate from the categories you use for posts.","Pode criar grupos de links usando categorias de links. Os nomes de categorias de links devem ser únicos e distintos das categorias dos artigos."
"You can assign keywords to your posts using <strong>tags</strong>. Unlike categories, tags have no hierarchy, meaning there&#8217;s no relationship from one tag to another.","Pode atribuir palavras-chave aos seus artigos, usando as <strong>etiquetas</strong>. Ao contrário das categorias, as etiquetas não têm hierarquia, ou seja, não há relação entre uma etiqueta e outra."
"You can delete Link Categories in the Bulk Action pull-down, but that action does not delete the links within the category. Instead, it moves them to the default Link Category.","Pode apagar categorias de links em lotes, mas essa acção não apaga os links dentro da categoria. Em vez disso, os links são movidos para a categoria por omissão."
"What&#8217;s the difference between categories and tags? Normally, tags are ad-hoc keywords that identify important information in your post (names, subjects, etc) that may or may not recur in other posts, while categories are pre-determined sections. If you think of your site like a book, the categories are like the Table of Contents and the tags are like the terms in the index.","Qual é a diferença entre categorias e etiquetas? Normalmente, as etiquetas são palavras-chave que identificam informação importante num artigo (nomes, assuntos, etc.) e que podem, ou não, ser utilizadas noutros artigos, ao passo que as categorias são secções pré-determinadas. Se pensar no seu site como um livro, as categorias são a tabela de conteúdos e as etiquetas são os termos  de um índice remissivo."
"When adding a new category on this screen, you&#8217;ll fill in the following fields:","Quando adicionar uma nova categoria nesta página, irá preencher os seguintes campos:"
"When adding a new tag on this screen, you&#8217;ll fill in the following fields:","Quando adicionar uma nova etiqueta nesta página, irá preencher os seguintes campos:"
"<strong>Name</strong> - The name is how it appears on your site.","<strong>Nome</strong> - O nome é como será visto no seu site."
"<strong>Slug</strong> - The &#8220;slug&#8221; is the URL-friendly version of the name. It is usually all lowercase and contains only letters, numbers, and hyphens.","<strong>URL</strong> - O URL legível do nome. É geralmente em letras minúsculas e contém apenas letras, números e hífens."
"<strong>Parent</strong> - Categories, unlike tags, can have a hierarchy. You might have a Jazz category, and under that have child categories for Bebop and Big Band. Totally optional. To create a subcategory, just choose another category from the Parent dropdown.","<strong>Pai</strong> - As categorias, ao contrário das tags, podem ter hierarquias. Pode ter uma categoria Jazz com as subcategorias Bebop e Big Band. É totalmente opcional. Para criar uma subcategoria, escolha outra categoria no menu Pai."
"<strong>Description</strong> - The description is not prominent by default; however, some themes may display it.","<strong>Descrição</strong> - A descrição não é visível por omissão; no entanto, alguns temas podem mostrá-la."
"You can change the display of this screen using the Screen Options tab to set how many items are displayed per screen and to display/hide columns in the table.","Pode personalizar esta página utilizado o separado Opções do Ecrã e definir quantos items são mostrados por página e que colunas na tabela são mostradas/ocultadas."
"Adding Categories","Adicionar categorias"
"Adding Tags","Adicionar etiquetas"
"<a href=\"http://codex.wordpress.org/Posts_Categories_Screen\" target=\"_blank\">Documentation on Categories</a>","<a href=\"http://codex.wordpress.org/Posts_Categories_Screen\" target=\"_blank\">Documentação sobre categorias</a>"
"<a href=\"http://codex.wordpress.org/Links_Link_Categories_Screen\" target=\"_blank\">Documentation on Link Categories</a>","<a href=\"http://codex.wordpress.org/Links_Link_Categories_Screen\" target=\"_blank\">Documentação sobre categorias de links</a>"
"<a href=\"http://codex.wordpress.org/Posts_Tags_Screen\" target=\"_blank\">Documentation on Tags</a>","<a href=\"http://codex.wordpress.org/Posts_Tags_Screen\" target=\"_blank\">Documentação sobre etiquetas</a>"
"Item added.","Item adicionado."
"Item deleted.","Item eliminado."
"Item updated.","Item actualizado."
"Item not added.","Item não adicionado."
"Item not updated.","Item não actualizado."
"Items deleted.","Items eliminados."
"<strong>Note:</strong><br />Deleting a category does not delete the posts in that category. Instead, posts that were only assigned to the deleted category are set to the category <strong>%s</strong>.","<strong>Nota:</strong><br />Eliminar uma categoria não elimina os artigos e links nessa categoria. Em vez disso, os artigos que apenas estavam atribuídos à categoria eliminada serão atribuídos à categoria <strong>%s</strong>."
"Categories can be selectively converted to tags using the <a href=\"%s\">category to tag converter</a>.","As categorias podem ser convertidas selectivamente em etiquetas utilizado o <a href=\"%s\">conversor de categorias em etiquetas</a>."
"Tags can be selectively converted to categories using the <a href=\"%s\">tag to category converter</a>.","As etiquetas podem ser selectivamente convertidas para categorias utilizando o <a href=\"%s\">conversor de etiquetas para categorias</a>."
"You are not allowed to move this item to the Trash.","Não pode mover este item para o Lixo."
"Error in moving to Trash.","Erro ao mover para o Lixo."
"You are not allowed to restore this item from the Trash.","Não pode retirar este item do Lixo."
"Error in restoring from Trash.","Erro ao retirar do Lixo."
"You are not allowed to delete this item.","Não pode eliminar este item."
"Error in deleting...","Erro ao eliminar..."
"This screen provides access to all of your posts. You can customize the display of this screen to suit your workflow.","Esta página dá-lhe acesso a todos os seus artigos. Pode personalizar esta página para que se adapte melhor ao seu fluxo de trabalho."
"Screen Content","Opções do ecrã"
"You can customize the display of this screen&#8217;s contents in a number of ways:","Pode personalizar esta página de várias maneiras:"
"You can hide/display columns based on your needs and decide how many posts to list per screen using the Screen Options tab.","Pode mostrar ou esconder colunas com base nas suas necessidades e decidir quantos artigos são listados por página usando o separador \"Opções deste ecrã\"."
"You can filter the list of posts by post status using the text links in the upper left to show All, Published, Draft, or Trashed posts. The default view is to show all posts.","Pode filtrar a lista de artigos por estado usando os links de texto no canto superior esquerdo para mostrar Todos, Publicados, Rascunhos, ou postos no Lixo. Por omissão são mostrados todos os artigos."
"You can view posts in a simple title list or with an excerpt. Choose the view you prefer by clicking on the icons at the top of the list on the right.","Pode visualizar os artigos numa lista simples de títulos simples ou com um excerto. Escolha a visualização que prefere, clicando nos ícones no topo da lista à direita."
"You can refine the list to show only posts in a specific category or from a specific month by using the dropdown menus above the posts list. Click the Filter button after making your selection. You also can refine the list by clicking on the post author, category or tag in the posts list.","Pode refinar esta lista para mostrar apenas artigos de uma categoria específica ou de um mês específico utilizando o menu acima da lista de artigo. Clique no botão Filtrar depois de fazer a sua selecção. Pode também refinar a lista clicando no autor do artigo, categoria ou etiqueta na lista de artigo."
